"","X","lat","long","postal","x","y","address"
"45",46,1.31754555939886,103.785850542515,278628,22717.2694206974,33313.0615600124,"293 HOLLAND ROAD COLD STORAGE JELITA SINGAPORE 278628"
"46",47,1.32257316934913,103.814245542255,259760,25877.3610613486,33868.9466713052,"501 BUKIT TIMAH ROAD CLUNY COURT SINGAPORE 259760"
"47",48,1.31027747574118,103.795371163103,278967,23776.8098159395,32509.3758863099,"211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967"
"48",49,1.30917419843848,103.792692584392,270036,23478.7071940685,32387.3858024217,"36 HOLLAND DRIVE DBS NTUC HOLLAND DRIVE SINGAPORE 270036"
"49",50,1.32257316934913,103.814245542255,259760,25877.3610613486,33868.9466713052,"501 BUKIT TIMAH ROAD CLUNY COURT SINGAPORE 259760"
"50",51,1.31192195425084,103.796844037126,278116,23940.7295020428,32691.2114643864,"44 JALAN MERAH SAGA SINGAPORE 278116"
"51",52,1.30178506364186,103.798226442608,141088,24094.5624733763,31570.3238592092,"88 TANGLIN HALT ROAD CARE CORNER FAMILY SERVICE CENTRE (QUEENSTOWN) SINGAPORE 141088"
"52",53,1.30417511571057,103.809526135738,247696,25352.1187422154,31834.588842703,"8 DEMPSEY ROAD DEMPSEY CLUSTER (TANGLIN VILLAGE) SINGAPORE 247696"
"53",54,1.30679240314535,103.810185814417,249679,25425.5376110235,32123.9943529386,"22 DEMPSEY ROAD DEMPSEY CLUSTER (TANGLIN VILLAGE) SINGAPORE 249679"
"54",55,1.29091128182876,103.803120797076,140170,24639.2455855031,30367.9499081839,"170 STIRLING ROAD OCBC STIRLING ROAD - FAIRPRICE SINGAPORE 140170"
"55",56,1.28861469030586,103.805009964592,159953,24849.4909352409,30114.0022209603,"370 ALEXANDRA ROAD ANCHORPOINT SHOPPING CENTRE SINGAPORE 159953"
"56",57,1.29531966312622,103.809758591447,141085,25377.9797983076,30855.398200253,"85 DAWSON ROAD SKYVILLE @ DAWSON SINGAPORE 141085"
"57",58,1.28645354030174,103.808242400418,150001,25209.2313396903,29875.0296186805,"1 JALAN BUKIT MERAH BRICKWORKS ESTATE SINGAPORE 150001"
"58",59,1.29270252655148,103.810971835645,142057,25513.0007032044,30566.0074910633,"57 DAWSON ROAD DBS NTUC DAWSON PLACE SINGAPORE 142057"
"59",60,1.28861469030586,103.805009964592,159953,24849.4909352409,30114.0022209603,"370 ALEXANDRA ROAD ANCHORPOINT SHOPPING CENTRE SINGAPORE 159953"
"60",61,1.27779539068994,103.819341303524,90008,26444.4410890993,28917.6466952823,"8 TELOK BLANGAH CRESCENT SINGAPORE 090008"
"61",62,1.28309854703926,103.817694911374,150166,26261.2143944902,29504.0433870256,"166 BUKIT MERAH CENTRAL DBS NTUC BUKIT MERAH CENTRAL SINGAPORE 150166"
"62",63,1.28686170538596,103.813904189286,159053,25839.3413864654,29920.1569123045,"20 LENGKOK BAHRU SINGAPORE 159053"
"63",64,1.29303600932874,103.827069067058,248371,27304.483448118,30602.8722002245,"491 RIVER VALLEY ROAD VALLEY POINT SINGAPORE 248371"
"64",65,1.2869200622963,103.818673592235,150086,26370.1359434593,29926.6061721295,"86 REDHILL CLOSE SINGAPORE 150086"
"65",66,1.2897647546758,103.826802915076,160050,27274.8621096043,30241.1538133062,"50 HAVELOCK ROAD DBS NTUC HAVELOCK ROAD SINGAPORE 160050"
"66",67,1.28481163840571,103.829306826998,169252,27553.525300541,29693.4632137828,"18C KIM TIAN ROAD KAI FOOK MANSION SINGAPORE 169252"
"67",68,1.28644021678218,103.827450721571,168732,27346.9566027848,29873.5434001442,"302 TIONG BAHRU ROAD OCBC TIONG BAHRU PLAZA BRANCH SINGAPORE 168732"
"68",69,1.29380235105066,103.831757911057,237994,27826.3112057392,30687.6095091309,"1 KIM SENG PROMENADE BRIGHTON MONTESSORI CENTRES PTE. LTD. SINGAPORE 237994"
"69",70,1.29380235105066,103.831757911057,237994,27826.3112057392,30687.6095091309,"1 KIM SENG PROMENADE BRIGHTON MONTESSORI CENTRES PTE. LTD. SINGAPORE 237994"
"70",71,1.28441396459751,103.83413547764,160055,28090.9140101997,29649.4901594501,"55 TIONG BAHRU ROAD TIONG BAHRU ESTATE SINGAPORE 160055"
"71",72,1.29380235105066,103.831757911057,237994,27826.3112057392,30687.6095091309,"1 KIM SENG PROMENADE BRIGHTON MONTESSORI CENTRES PTE. LTD. SINGAPORE 237994"
"72",73,1.28441396459751,103.83413547764,160055,28090.9140101997,29649.4901594501,"55 TIONG BAHRU ROAD TIONG BAHRU ESTATE SINGAPORE 160055"
"73",74,1.28263437649669,103.825595753657,161026,27140.5129420701,29452.7137900535,"26 JALAN MEMBINA MULTI STOREY CAR PARK SINGAPORE 161026"
"74",75,1.28345077595003,103.835371238299,169038,28228.4440098759,29542.9858116601,"225F OUTRAM ROAD SINGAPORE 169038"
"75",76,1.27458821795426,103.84347073661,79027,29129.8552264441,28563.0121062025,"100 TRAS STREET 100 AM SINGAPORE 079027"
"76",77,1.27624052001347,103.843006115698,81005,29078.1458873488,28745.7149225492,"5 TANJONG PAGAR PLAZA SINGAPORE 081005"
"77",78,1.27992126239604,103.854773147641,18984,30387.719774697,29152.7203272395,"8A MARINA BOULEVARD GROUND PLAZA (MARINA BAY LINK MALL) SINGAPORE 018984"
"78",79,1.27461794103822,103.844319553688,79717,29224.3218760369,28566.2991184294,"16 ENGGOR STREET ALTEZ SINGAPORE 079717"
"79",80,1.27822949964567,103.850812513482,18961,29946.9345132103,28965.6505975425,"12 MARINA VIEW ASIA SQUARE TOWER 2 SINGAPORE 018961"
"80",81,1.28385464447515,103.858674928653,18972,30821.9521387815,29587.65739052,"2 BAYFRONT AVENUE DBS DBS MARINA BAY SANDS BRANCH SINGAPORE 018972"
"81",82,1.27817366449254,103.843928882935,88488,29180.8416752834,28959.4724480454,"67 TANJONG PAGAR ROAD TANJONG PAGAR CONSERVATION AREA SINGAPORE 088488"
"82",83,1.28076943476846,103.852658562152,18987,30152.3828112809,29246.5049786232,"2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987"
"83",84,1.28708278284998,103.841580109275,160052,28919.4388323296,29944.5957666449,"52 CHIN SWEE ROAD SINGAPORE 160052"
"84",85,1.28119737026913,103.843437320613,50005,29126.1334146298,29293.8179838881,"5 BANDA STREET SINGAPORE 050005"
"85",86,1.28180062242257,103.842908159495,50004,29067.241846215,29360.5222637244,"4 SAGO LANE SINGAPORE 050004"
"86",87,1.29111964028141,103.849875038808,179097,29842.5918745501,30390.9751266148,"109 NORTH BRIDGE ROAD FUNAN O2 SINGAPORE 179097"
"87",88,1.29376028134073,103.852768324281,179103,30164.587497944,30682.9658858739,"252 NORTH BRIDGE ROAD CITIBANK RAFFLES CITY SHOPPING CENTRE SINGAPORE 179103"
"88",89,1.28518516098542,103.844942912274,59413,29293.6914939834,29734.7679940108,"133 NEW BRIDGE ROAD DBS NTUC CHINATOWN POINT SINGAPORE 059413"
"89",90,1.28518516098542,103.844942912274,59413,29293.6914939834,29734.7679940108,"133 NEW BRIDGE ROAD DBS NTUC CHINATOWN POINT SINGAPORE 059413"
"90",91,1.29485990186642,103.860333693777,38983,31006.546098751,30804.5639691036,"3 TEMASEK BOULEVARD GOLDEN VILLAGE (GV SUNTEC CITY) SINGAPORE 038983"
"91",92,1.29120773882285,103.857540736886,39594,30695.7182414327,30400.7234453261,"6 RAFFLES BOULEVARD PSB ACADEMY CITY CAMPUS SINGAPORE 039594"
"92",93,1.29159480494333,103.857048715656,39594,30640.960099142,30443.52270725,"6 RAFFLES BOULEVARD OCBC MARINA SQUARE SINGAPORE 039594"
"93",94,1.30277120559217,103.865172135039,199588,31545.0113497861,31679.3615464326,"5001 BEACH ROAD GOLDEN MILE SHOPPING CENTRE SINGAPORE 199588"
"94",96,1.30277120559217,103.865172135039,199588,31545.0113497861,31679.3615464326,"5001 BEACH ROAD GOLDEN MILE SHOPPING CENTRE SINGAPORE 199588"
"95",97,1.30730464109303,103.857706092553,209037,30714.1037411746,32180.6362837311,"1 JALAN BERSEH NEW WORLD CENTRE SINGAPORE 209037"
"96",98,1.30462871949255,103.852226984633,218227,30104.3321147179,31884.7413783241,"2 SERANGOON ROAD TEKKA PLACE SINGAPORE 218227"
"97",99,1.30730464109303,103.857706092553,209037,30714.1037411746,32180.6362837311,"1 JALAN BERSEH NEW WORLD CENTRE SINGAPORE 209037"
"98",100,1.30887788052647,103.855155564264,209586,30430.2521032728,32354.5944071691,"60 DESKER ROAD DESKER ROAD CONSERVATION AREA SINGAPORE 209586"
"99",101,1.29981639897451,103.855923558787,188024,30515.7317042127,31352.6231115982,"230 VICTORIA STREET OCBC PARCO BUGIS JUNCTION SINGAPORE 188024"
"100",102,1.29824653795901,103.850683298453,187950,29932.538848279,31179.0313518345,"24 WATERLOO STREET MAGHAIN ABOTH SYNAGOGUE SINGAPORE 187950"
"101",103,1.30832700516352,103.862005870884,200809,31192.6278814599,32293.6891097985,"809 FRENCH ROAD KITCHENER COMPLEX SINGAPORE 200809"
"102",104,1.30975299910627,103.855701473372,207706,30491.0058185821,32451.3610603102,"147 SYED ALWI ROAD SINGAPORE 207706"
"103",105,1.3088060941423,103.861311954595,200808,31115.4008765481,32346.6634387374,"808 FRENCH ROAD KITCHENER COMPLEX SINGAPORE 200808"
"104",106,1.30971120678144,103.864326436447,339511,31450.8833081266,32446.7500962075,"12 KALLANG AVENUE DBS APERIA BRANCH SINGAPORE 339511"
"105",107,1.31142103107683,103.856624019991,208539,30593.6748798871,32635.8044067919,"180 KITCHENER ROAD CITY SQUARE MALL SINGAPORE 208539"
"106",108,1.31142103107683,103.856624019991,208539,30593.6748798871,32635.8044067919,"180 KITCHENER ROAD CITY SQUARE MALL SINGAPORE 208539"
"107",109,1.30811749102335,103.861188606169,200803,31101.6741945921,32270.5210870206,"803 KING GEORGE'S AVENUE SINGAPORE 200803"
"108",110,1.31272117351252,103.878642017231,389344,33044.0672645988,32779.6010898165,"301 GEYLANG ROAD BCH@301 SINGAPORE 389344"
"109",111,1.31261985181285,103.87252513932,380005,32363.3170347176,32768.3859543465,"5 UPPER BOON KENG ROAD DBS NTUC UPPER BOON KENG ROAD SINGAPORE 380005"
"110",112,1.31423937033551,103.870914031459,380011,32184.0133432103,32947.4612739161,"11 UPPER BOON KENG ROAD BOON KENG VILLE SINGAPORE 380011"
"111",113,1.3209929422065,103.870389998344,330071,32125.6823681211,33694.2358436473,"71 KALLANG BAHRU SINGAPORE 330071"
"112",114,1.31245131478215,103.879622127771,389349,33153.1448147567,32749.7634865604,"310A GEYLANG ROAD SINGAPORE 389349"
"113",115,1.31208817725995,103.877388748956,389290,32904.5916389301,32709.6051062159,"230 GEYLANG ROAD SINGAPORE 389290"
"114",116,1.31357604994103,103.881877795334,389797,33404.1768173771,32874.1357213017,"5 ALJUNIED ROAD SINGAPORE 389797"
"115",117,1.312829380594,103.878147917575,388595,32989.0784500046,32791.5650854725,"1 LORONG 15 GEYLANG SINGAPORE 388595"
"116",118,1.31717838140911,103.843773665257,307591,29163.5493945777,33272.4129896723,"101 THOMSON ROAD EMBASSY OF FINLAND SINGAPORE 307591"
"117",120,1.3216190383169,103.859382719506,321108,30900.6802540775,33763.4507921971,"108 MCNAIR ROAD MCNAIR SPRING SINGAPORE 321108"
"118",121,1.3153159513727,103.849454198086,210043,29795.7387912991,33066.4784061741,"43 CAMBRIDGE ROAD DBS NTUC CAMBRIDGE ROAD SINGAPORE 210043"
"119",122,1.32379607125113,103.855670620709,320080,30487.5582952369,34004.1719153617,"80 LORONG LIMAU SINGAPORE 320080"
"120",123,1.32471579654689,103.857752875203,320074,30719.2913709041,34105.8726130631,"74 WHAMPOA DRIVE WHAMPOA COURT SINGAPORE 320074"
"121",124,1.31430707569496,103.856659538355,210684,30597.6247609584,32954.9284460358,"684 RACE COURSE ROAD SINGAPORE 210684"
"122",125,1.32213342822747,103.853199661872,329714,30212.5667923335,33820.3230320793,"262 BALESTIER ROAD OKIO SINGAPORE 329714"
"123",126,1.30744253289071,103.828776671636,238879,27494.5279152552,32195.8709469028,"442 ORCHARD ROAD ORCHARD HOTEL GALLERIA SINGAPORE 238879"
"124",127,1.30561166483047,103.82296294094,247964,26847.5128968935,31993.4248998705,"56 TANGLIN ROAD TANGLIN DELIVERY BASE SINGAPORE 247964"
"125",128,1.30609752164563,103.828678556041,238884,27483.6082861088,32047.1465453263,"583 ORCHARD ROAD FORUM THE SHOPPING MALL SINGAPORE 238884"
"126",129,1.30485342102105,103.823883490852,247933,26949.9613045976,31909.5817980058,"163 TANGLIN ROAD DBS TANGLIN MALL SINGAPORE 247933"
"127",130,1.31943645952176,103.827347301883,259727,27335.4555256721,33522.0980367493,"383 BUKIT TIMAH ROAD ALOCASSIA APARTMENTS SINGAPORE 259727"
"128",131,1.33127233921191,103.947268283784,469526,40681.4305051463,34831.1409933958,"343 BEDOK ROAD SINGAPORE 469526"
"129",132,1.30756236897064,103.829352193027,229594,27558.5781166712,32209.1216950826,"1 CLAYMORE DRIVE EMBASSY OF ROMANIA SINGAPORE 229594"
"130",133,1.30580981580562,103.831507365654,238868,27798.4286418194,32015.3331086282,"350 ORCHARD ROAD SHAW HOUSE SINGAPORE 238868"
"131",134,1.30585582603508,103.832984356543,228209,27962.8041032208,32020.4206118677,"6 SCOTTS ROAD DBS NTUC SCOTTS SQUARE SINGAPORE 228209"
"132",135,1.30372321739269,103.835240308455,238859,28213.8709140234,31784.6078054793,"290 ORCHARD ROAD DBS PARAGON SHOPPING CENTRE SINGAPORE 238859"
"133",136,1.29225958503296,103.842561023913,239917,29028.6043109801,30517.0202122796,"81 CLEMENCEAU AVENUE CITIBANK UE SQUARE SINGAPORE 239917"
"134",137,1.29727531417916,103.838533924757,239571,28580.4217964169,31071.6324035171,"131 KILLINEY ROAD DBS NTUC GRAND COURT SINGAPORE 239571"
"135",138,1.30083497231103,103.845072925117,238839,29308.1528404402,31465.243498981,"68 ORCHARD ROAD HSBC PLAZA SINGAPURA SINGAPORE 238839"
"136",140,1.29384101121362,103.841614903867,239010,28923.3087453879,30691.8858001381,"11 MOHAMED SULTAN ROAD SINGAPORE 239010"
"137",141,1.30020625685959,103.837317132796,238164,28445.0031096768,31395.7206947692,"111 SOMERSET ROAD 111 SOMERSET SINGAPORE 238164"
"138",142,1.30419142102398,103.831510144742,238801,27798.7377990047,31836.3793452811,"2 ORCHARD TURN CITIBANK ION ORCHARD SINGAPORE 238801"
"139",143,1.30242417189411,103.834676124723,238873,28151.0824940447,31640.9660037272,"391A ORCHARD ROAD NGEE ANN CITY SINGAPORE 238873"
"140",144,1.33258296864442,103.867139786368,358361,31763.9483629251,34975.7965909932,"6 POTONG PASIR AVENUE 2 DBS POTONG PASIR BRANCH SINGAPORE 358361"
"141",145,1.34064293639026,103.85433449712,310212,30338.8452441534,35867.0107659921,"212 LORONG 8 TOA PAYOH SINGAPORE 310212"
"142",146,1.38187771301641,103.897039857818,540266,35091.3726167195,40426.6272025574,"266 COMPASSVALE BOW SINGAPORE 540266"
"143",147,1.382379846623,103.893800423718,543277,34730.863012,40482.1411969382,"277C COMPASSVALE LINK OCBC COMPASSVALE LINK - FAIRPRICE SINGAPORE 543277"
"144",148,1.36645364037722,103.964598499523,510259,42609.8986984398,38721.4156874325,"259 PASIR RIS STREET 21 OCBC LOYANG POINT SINGAPORE 510259"
"145",149,1.38621835441264,103.893038290302,540279,34646.0365033448,40906.581989361,"279 SENGKANG EAST AVENUE OCBC SENGKANG EAST AVE - FAIRPRICE SINGAPORE 540279"
"146",150,1.37558830923856,103.960839727163,518180,42191.5374121536,39731.460876856,"11 PASIR RIS LINK SEASTRAND SINGAPORE 518180"
"147",151,1.3567908665883,103.963697627332,506867,42509.6998980893,37652.9471752997,"42 FLORA DRIVE PALM ISLES SINGAPORE 506867"
"148",152,1.39221732695142,103.904473070943,545082,35918.5612889761,41569.953614248,"11 RIVERVALE CRESCENT OCBC RIVERVALE MALL SINGAPORE 545082"
"149",153,1.3855530969334,103.901960668798,540118,35638.985155114,40833.048041679,"118 RIVERVALE DRIVE HDB SENGKANG BRANCH SINGAPORE 540118"
"150",154,1.40800694944027,103.899074357998,823308,35317.7061565025,43315.8738724664,"308C PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 823308"
"151",155,1.39484816528775,103.896042268385,540263,34980.3154496225,41860.8319343012,"263 COMPASSVALE STREET COMPASSVALE NORTH GATE SINGAPORE 540263"
"152",156,1.41081926900094,103.900371677782,821312,35462.0709695816,43626.8502850495,"312A SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 821312"
"153",157,1.40541353588128,103.896823897352,820261,35067.2687986903,43029.1001936849,"261 PUNGGOL WAY NOBLELAND ARTS N LEARNING PLACE @PUNGGOL PTE. LTD. SINGAPORE 820261"
"154",158,1.40230301367166,103.901262391698,823273,35561.2224068912,42685.1680306997,"273C PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 823273"
"155",159,1.40461003140363,103.908665597763,820612,36385.090802406,42940.2918107007,"612 PUNGGOL DRIVE OCBC PUNGGOL DRIVE - FAIRPRICE SINGAPORE 820612"
"156",160,1.4064128346795,103.902188891645,828761,35664.3159161313,43139.6145952977,"83 PUNGGOL CENTRAL DBS NTUC WATERWAY POINT SINGAPORE 828761"
"157",161,1.40371939757402,103.906138006707,820301,36103.8074634587,42841.8010326717,"301 PUNGGOL CENTRAL CORALINUS SINGAPORE 820301"
"158",162,1.40566048045603,103.911991277154,820671,36755.1896675825,43056.4574567489,"671 EDGEFIELD PLAINS WATERWAY BANKS SINGAPORE 820671"
"159",163,1.39417447299355,103.913120037036,820168,36880.8484127037,41786.3959098998,"168 PUNGGOL FIELD DBS NTUC PUNGGOL PLAZA SINGAPORE 820168"
"160",164,1.39652618520823,103.908850766858,820108,36405.7263937881,42046.4208936989,"108 PUNGGOL FIELD DBS PUNGGOL FIELD SINGAPORE 820108"
"161",165,1.40053114998822,103.910536919134,824622,36593.3582302118,42489.2761220559,"622D PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 824622"
"162",166,1.39946117845803,103.916054498662,820639,37207.3948879857,42370.9849068522,"639 PUNGGOL DRIVE DBS PUNGGOL DRIVE SINGAPORE 820639"
"163",167,1.36968625501963,103.947922425135,514527,40754.0295958836,39078.7675242145,"527D PASIR RIS STREET 51 COSTA RIS SINGAPORE 514527"
"164",168,1.37210169874539,103.931999887543,528765,38982.0297769979,39345.776572844,"21 TAMPINES NORTH DRIVE 2 GIANT SINGAPORE 528765"
"165",169,1.37860239771677,103.941978174681,510625,40092.4603688922,40064.6402175538,"625 ELIAS ROAD ELIAS MALL SINGAPORE 510625"
"166",170,1.37228761596577,103.949733905672,518457,40955.6118854657,39366.4230909683,"1 PASIR RIS CENTRAL STREET 3 DBS WHITE SANDS BRANCH SINGAPORE 518457"
"167",171,1.37976754317116,103.936207567321,510734,39450.2573243137,40193.4477712903,"734 PASIR RIS STREET 72 PASIR RIS WEST PLAZA SINGAPORE 510734"
"168",172,1.37912717878008,103.955444758145,519599,41591.1226485763,40122.7405808754,"1 PASIR RIS CLOSE COSTA SANDS RESORT (DOWNTOWN EAST) SINGAPORE 519599"
"169",173,1.36706634197242,103.964635610477,510258,42614.0250115879,38789.1655142289,"258 PASIR RIS STREET 21 DBS LOYANG POINT SINGAPORE 510258"
"170",174,1.36899801064525,103.958647641559,510440,41947.6229864396,39002.724512022,"440 PASIR RIS DRIVE 4 DBS PASIR RIS DRIVE 4 SINGAPORE 510440"
"171",175,1.36032332368955,103.953125965232,520475,41333.1734128324,38043.4883102477,"475 TAMPINES STREET 44 OCBC TAMPINES STREET 44 SINGAPORE 520475"
"172",176,1.35595238706011,103.945937400867,520506,40533.1909664003,37560.1329760104,"506 TAMPINES CENTRAL 1 SINGAPORE 520506"
"173",177,1.35416723967718,103.959935925418,529286,42091.0798810795,37362.8169587329,"9 TAMPINES STREET 32 DBS TAMPINES MART SINGAPORE 529286"
"174",178,1.35345315769813,103.953009918868,522201,41320.296353179,37283.8180963211,"201B TAMPINES STREET 21 SINGAPORE 522201"
"175",179,1.35229139706407,103.943849611798,529509,40300.8620049376,37155.3079255261,"2 TAMPINES CENTRAL 5 MAYBANK OFFSITE@CENTURYSQUARE SINGAPORE 529509"
"176",180,1.35252737278519,103.944698751072,529510,40395.3605872542,37181.4052837677,"4 TAMPINES CENTRAL 5 TAMPINES MALL SINGAPORE 529510"
"177",181,1.35420430432819,103.945051968029,529536,40434.6611729404,37366.8339741919,"10 TAMPINES CENTRAL 1 HSBC TAMPINES BRANCH SINGAPORE 529536"
"178",182,1.35542177253675,103.934315234737,521866,39239.7773977024,37501.4031899683,"866A TAMPINES STREET 83 EILEEN'S LEARNING CENTRE PTE. LTD. SINGAPORE 521866"
"179",183,1.34528144785596,103.945344290094,521138,40467.2387854233,36380.1896894109,"138 TAMPINES STREET 11 DBS TAMPINES STREET 11 SINGAPORE 521138"
"180",184,1.34836421842072,103.948158723814,521107,40780.438895965,36721.081947986,"107 TAMPINES STREET 11 SINGAPORE 521107"
"181",185,1.34528144785596,103.945344290094,521138,40467.2387854233,36380.1896894109,"138 TAMPINES STREET 11 DBS TAMPINES STREET 11 SINGAPORE 521138"
"182",186,1.34753519689194,103.951702776881,520280,41174.8578439141,36629.4316737428,"280 TAMPINES STREET 22 SINGAPORE 520280"
"183",188,1.3487449454775,103.934024716838,520823,39207.4766464662,36763.1112529412,"823 TAMPINES STREET 81 SINGAPORE 520823"
"184",189,1.34922419580696,103.934912515373,520829,39306.2766724844,36816.1084947437,"829 TAMPINES STREET 81 SINGAPORE 520829"
"185",190,1.33741910491466,103.921782969068,470745,37845.1499918206,35510.7032957207,"745 BEDOK RESERVOIR ROAD DBS NTUC BEDOK RESERVOIR ROAD SINGAPORE 470745"
"186",191,1.33824203227296,103.923303932165,471739,38014.4138839329,35601.7046546619,"739A BEDOK RESERVOIR ROAD RESERVOIR VILLAGE SINGAPORE 471739"
"187",192,1.33233655577229,103.930496816187,460510,38814.9320131401,34948.7368924785,"510 BEDOK NORTH STREET 3 UOB BEDOK NORTH STREET 3 SINGAPORE 460510"
"188",193,1.33317541897572,103.93126502489,460509,38900.4220868032,35041.4976082426,"509 BEDOK NORTH STREET 3 DBS BEDOK NORTH STREET 3 SINGAPORE 460509"
"189",194,1.33240230571086,103.925500595677,461539,38258.9036132125,34955.985832436,"539A BEDOK NORTH STREET 3 SINGAPORE 461539"
"190",195,1.33295873271663,103.914941831215,470631,37083.8196092555,35017.4713065196,"631 BEDOK RESERVOIR ROAD UOB BEDOK RESERVOIR ROAD SINGAPORE 470631"
"191",196,1.33733862669183,103.903735075266,415812,35836.6096031461,35501.7394323424,"23 KAKI BUKIT ROAD 3 THE LEO SINGAPORE 415812"
"192",197,1.33721711880078,103.906657329265,415814,36161.8260729555,35488.3132206611,"7 KAKI BUKIT AVENUE 3 DBS KAKI BUKIT RECREATION CENTRE SINGAPORE 415814"
"193",198,1.33809674138388,103.909946657748,415920,36527.8906699223,35585.5886483397,"39 KAKI BUKIT AVENUE 3 HOMESTAY LODGE SINGAPORE 415920"
"194",199,1.33205052569764,103.914146202298,470632,36995.2776147947,34917.0434077997,"632 BEDOK RESERVOIR ROAD OCBC BEDOK RESERVOIR RD - MCDONALDS SINGAPORE 470632"
"195",200,1.3594966483839,103.885079918915,530205,33760.4357075356,37951.8096143659,"205 HOUGANG STREET 21 JUNIOR CHAMPS @ KOVAN PTE. LTD. SINGAPORE 530205"
"196",201,1.35209060355776,103.879314590828,531159,33118.8370843241,37132.8737197462,"159A HOUGANG STREET 11 FOOD CENTRE SINGAPORE 531159"
"197",202,1.35752772716505,103.884086008717,530202,33649.8295939323,37734.093914371,"202 HOUGANG STREET 21 OCBC HOUGANG ST 21 - FAIRPRICE SINGAPORE 530202"
"198",203,1.37743006696183,103.903712864065,530476,35834.0087358411,39934.8496807795,"476 UPPER SERANGOON VIEW HOUGANG CAPEVIEW SINGAPORE 530476"
"199",204,1.36620554681345,103.895152424666,530309,34881.3699254068,38693.6722048968,"309 HOUGANG AVENUE 5 SINGAPORE 530309"
"200",205,1.36271446291047,103.893980503167,530006,34750.9587133573,38307.6423918493,"6 HOUGANG AVENUE 3 SINGAPORE 530006"
"201",206,1.37177996112812,103.894165380603,538767,34771.508010719,39310.0601099133,"100 HOUGANG AVENUE 10 DBS NTUC KANG KAR MALL SINGAPORE 538767"
"202",207,1.37265167160403,103.893746323326,538766,34724.8695880082,39406.4482921846,"90 HOUGANG AVENUE 10 HOUGANG CENTRAL POST OFFICE SINGAPORE 538766"
"203",208,1.36979941551155,103.873035824458,552152,32420.0488916906,39091.0120132752,"152B SERANGOON NORTH AVENUE 1 DBS NTUC SERANGOON NORTH AVENUE 4 SINGAPORE 552152"
"204",209,1.36504343821169,103.865281631382,556679,31557.1079192115,38565.1072793175,"1 MAJU AVENUE DBS SERANGOON GARDEN BRANCH SINGAPORE 556679"
"205",210,1.36428136996969,103.86513393838,555974,31540.6725553926,38480.8414245248,"78 SERANGOON GARDEN WAY SERANGOON GARDEN ESTATE SINGAPORE 555974"
"206",211,1.3567605612185,103.876001646751,545553,32750.1346325763,37649.2472169697,"36 YIO CHU KANG ROAD SINGAPORE 545553"
"207",212,1.35370313485788,103.890680820842,530106,34383.7663918538,37311.2062024605,"106 HOUGANG AVENUE 1 DBS HOUGANG AVENUE 1 SINGAPORE 530106"
"208",213,1.43767918988802,103.795136738069,730888,23750.945702781,46596.8131016921,"888 WOODLANDS DRIVE 50 CHAMPKIDS' ACADEMY PTE. LTD. SINGAPORE 730888"
"209",214,1.42938474074212,103.781292115087,739065,22210.2299037557,45679.6846897546,"30 WOODLANDS AVENUE 1 DBS NTUC THE WOODGROVE SINGAPORE 739065"
"210",215,1.42938474074212,103.781292115087,739065,22210.2299037557,45679.6846897546,"30 WOODLANDS AVENUE 1 DBS NTUC THE WOODGROVE SINGAPORE 739065"
"211",216,1.41124458055991,103.776318359712,729759,21656.6753969416,43673.8493810538,"390 MANDAI ROAD SINGAPORE 729759"
"212",217,1.32383512178759,103.809999570047,269707,25404.8279538844,34008.4909447618,"587 BUKIT TIMAH ROAD CORONATION SHOPPING PLAZA SINGAPORE 269707"
"213",218,1.32044171187429,103.778972458647,597626,21951.8123920364,33633.3190141749,"2 PANDAN VALLEY PANDAN VALLEY, ACACIA COURT SINGAPORE 597626"
"214",219,1.32212392900686,103.770265903384,120108,20982.8629521439,33819.3529432006,"108 CLEMENTI STREET 11 SUNSET WAY RESIDENCE SINGAPORE 120108"
"215",220,1.31010302594118,103.788545950724,270021,23017.2274397025,32490.0986614991,"21 GHIM MOH ROAD SINGAPORE 270021"
"216",221,1.30811886342473,103.786049384646,270025,22739.3789115474,32270.7052071672,"25 GHIM MOH LINK DBS GHIM MOH ROAD SINGAPORE 270025"
"217",222,1.33081740114673,103.795692352549,268802,23812.589569224,34780.5753300656,"1 FIFTH AVENUE GUTHRIE HOUSE SINGAPORE 268802"
"218",223,1.32437354224724,103.80935784628,269716,25333.4111003233,34068.0274028387,"615 BUKIT TIMAH ROAD SINGAPORE 269716"
"219",224,1.3166189803866,103.77894725541,276696,21948.9982867856,33210.6208706442,"5 RIDGEWOOD CLOSE RIDGEWOOD CONDOMINIUM SINGAPORE 276696"
"220",225,1.37904775583142,103.772937487128,670256,21280.3402072033,40113.695115013,"256 BANGKIT ROAD ISMART MONTESSORI SINGAPORE 670256"
"221",226,1.38339951629579,103.771086145173,670445,21074.3215392474,40594.8962768503,"445 FAJAR ROAD CARPE DIEM YOUNG JOY PTE. LTD. SINGAPORE 670445"
