"","address","lat","long","postal","x","y"
"1","530982",1.3808503546459,103.879309094304,530982,33118.1645297259,40312.9815477617
"2","538719",1.37931783499145,103.88784708944,538719,34068.3398895012,40143.5433120634
"3","540330",1.3968497990014,103.889246755784,540330,34224.059433992,42082.1435010303
"4","538692",1.37560985710478,103.879407455354,538692,33129.1220846558,39733.5139844604
"5","554913",1.37563500157221,103.871996419103,554913,32304.3652027464,39736.2796912044
"6","797653",1.3913688093851,103.876156956828,797653,32767.3502747472,41476.0526732709
"7","552542",1.37368393003779,103.871416978631,552542,32239.8840760468,39520.5390376821
"8","790473",1.39779874741053,103.881698806174,790473,33384.0710367812,42187.0548145697
"9","797601",1.41764102542684,103.896348101989,797601,35014.2826652378,44381.1536222454
"10","797455",1.41833138632619,103.896447883223,797455,35025.3848103257,44457.4905970972
"11","798049",1.29964188181031,103.80010216304,148812,24303.3101027,31333.3389857
"12","530683",1.37332122552781,103.88636553205,530683,33903.4758120384,39480.4647115283
"13","530682",1.37361587694624,103.885758919948,530682,33835.9665854434,39513.0442914292
"14","791447",1.39213828470085,103.872490555974,791447,32359.3264129404,41561.1302851178
"15","799473",1.39657691054767,103.872860366695,799473,32400.4732548296,42051.9318460301
"16","530642",1.37169878879803,103.879948293051,530642,33189.3190809404,39301.0489679445
"17","569933",1.36922522142582,103.848493192474,569933,29688.7511848807,39027.4892920107
"18","567720",1.37789204897273,103.856411982029,567720,30570.0075867195,39985.8301062901
"19","807011",1.38739539397015,103.869135978173,807011,31986.0138748605,41036.6794434916
"20","560712",1.3714109677026,103.847084468485,560712,29531.9758325825,39269.1770535018
"21","560525",1.37264569640251,103.853890703815,560525,30289.4257688308,39405.7125077695
"22","560215",1.36650575716426,103.84181118487,560215,28945.1255145678,38726.7811112981
"23","560122",1.37018860668947,103.843413231524,560122,29123.4124439657,39134.0125572905
"24","563316",1.36462540270464,103.847677034369,563316,29597.9256829247,38518.8641867433
"25","560233",1.36754924977907,103.836740628478,560233,28380.8330470454,38842.1638154108
"26","560421",1.36538422642267,103.852966961527,560421,30186.6311256615,38602.7752099633
"27","570510",1.34888848334478,103.849692230048,570510,29822.204813581,36778.7572882809
"28","579837",1.35031600039774,103.848496645294,579837,29689.1485732393,36936.6039758623
"29","570512",1.3496223524908,103.849881699197,570512,29843.2900661305,36859.9049353898
"30","570279",1.35728842987328,103.843790117762,570279,29165.3615084952,37707.5768905357
"31","570116",1.3478007201456,103.849316086687,570116,29780.3450396033,36658.477708688
"32","574408",1.35479436177561,103.830924910072,574408,27733.6119945189,37431.7931836937
"33","574424",1.35184499157062,103.836053648292,574424,28304.3823553799,37105.6669188309
"34","310181",1.33361936151806,103.850978678264,310181,29965.3843324175,35090.3768303227
"35","310260",1.331999623417,103.857378530285,310260,30677.6227089753,34911.2805047724
"36","310192",1.33161683347176,103.850623695196,310192,29925.8799826652,34868.9472487252
"37","310500",1.33285542884681,103.847092284316,310500,29532.8697974812,35005.9023080505
"38","310004",1.33904479783226,103.85554106336,310004,30473.1246742541,35690.2979533542
"39","307683",1.32021100706836,103.843656761867,307683,29150.5377937378,33607.7451104429
"40","309426",1.31617741789614,103.837814972835,309426,28500.40508225,33161.7296019066
"41","307645",1.32114652933088,103.841550400671,307645,28916.1202203268,33711.1894861516
"42","329984",1.32694504456951,103.846554377679,329984,29473.0098957308,34352.36196642
