"","address","lat","long","postal","x","y"
"76","330069",1.32146311046779,103.870005014547,330069,32082.8367053783,33746.2240114082
"77","260007",1.31624052960518,103.805636700397,260007,24919.2748916168,33168.7248356231
"78","560724",1.37217258545171,103.846510310202,560724,29468.07854502,39353.3925121035
"79","120726",1.30381073184127,103.764250748436,120726,20313.3796462538,31794.3900848683
"80","310074",1.3345507487214,103.852003509176,310074,30079.4365165029,35193.365703145
"81","310075",1.336020767662,103.852956988062,310075,30185.5474107722,35355.9137047604
"82","150079",1.2878470282227,103.818349792057,150079,26334.1003046408,30029.1054905821
"83","100079",1.27335599353959,103.807618129935,100079,25139.7407406131,28426.7711594179
"84","370080",1.32783414615937,103.887102669236,370080,33985.6214248398,34450.7353954762
"85","100082",1.27368227268844,103.807651779829,100082,25143.4860706497,28462.8493852895
"86","440084",1.30228520968842,103.906288669909,440084,36120.911447037,31625.7177199628
"87","460085",1.33200482399436,103.93876843919,460085,39735.4806164335,34912.0934725478
"88","150085",1.28730751501552,103.818311195307,150085,26329.8044605162,29969.4489291478
"89","370089",1.32357971400582,103.885438842474,370089,33800.4642987661,33980.2979524005
"90","320090",1.32306493801159,103.854996183556,320090,30412.5008993987,33923.326282192
"91","310093",1.33847469611073,103.849513448853,310093,29802.316084696,35627.2537689134
"92","430013",1.31510752106275,103.895587944619,430013,34929.98176012,33043.5118470974
"93","430014",1.31542509324914,103.895479253328,430014,34917.8845853359,33078.6270667985
"94","560160",1.37428262453942,103.838977213825,560160,28629.736393176,39586.7066056319
"95","560162",1.3741075702016,103.838863921122,560162,28617.1283553625,39567.3499576319
"96","141001",1.29973071571151,103.797835538253,141001,24051.0551525084,31343.1652141903
"97","141002",1.2994631757466,103.797838391976,141002,24051.3723307103,31313.5820133369
"98","141003",1.29960011932959,103.798065784505,141003,24076.6793010924,31328.7241775505
"99","500002",1.3891516485857,103.988245247726,500002,45241.3442035811,41231.4120278228
"100","500003",1.38965834308064,103.988091826679,500003,45224.2667044876,41287.4388223831
"101","730020",1.44339444325541,103.776967080069,730020,21728.9560079537,47228.8192863073
"102","730021",1.44392498188688,103.77720197506,730021,21755.0976179875,47287.4829670731
"103","641221",1.34522406568893,103.712800680774,641221,14587.6718236916,36373.8898323514
"104","642221",1.34576075706899,103.713083742931,642221,14619.1765269563,36433.2329990827
"105","161022",1.28797051657173,103.829623413554,161022,27588.7592615429,30042.7555945404
"106","162022",1.28775546193797,103.829362888759,162022,27559.7650151169,30018.9760071523
"107","370079",1.3265970672963,103.885052285736,370079,33757.4374216041,34313.9406353924
"108","371079",1.32518646814146,103.884882484809,371079,33738.5435408084,34157.9633590207
"109","320091",1.32342818718207,103.854060197812,320091,30308.3346928144,33963.4916241728
"110","320092",1.3231760460434,103.853863407885,320092,30286.4341721246,33935.6109671351
"111","050335",1.28223521144332,103.843177640795,50335,29097.2327265413,29408.5769859292
"112","760104",1.43144775158984,103.828537671885,760104,27467.956893337,45907.7369969934
"113","760105",1.43171836662838,103.828114256975,760105,27420.8372399528,45937.6603494491
"114","051531",1.28532379322674,103.845776735598,51531,29386.4890156155,29750.0976683833
"115","530209",1.35908384091048,103.886055368064,530209,33868.9928905163,37906.1657976005
"116","211041",1.31613128029458,103.850232935162,211041,29882.4041102333,33156.6338657755
"117","050032",1.2848586083002,103.842578771326,50032,29030.58241452,29698.6584105082
"118","210665",1.30617773048079,103.850609985486,210665,29924.3737569908,32056.0217537805
