"","address","lat","long"
"95","573 ANG MO KIO AVE 3",1.37056143999067,103.854823102785
"96","585 ANG MO KIO AVE 3",1.37059756050933,103.852367040901
"97","456 ANG MO KIO AVE 10",1.36716071992678,103.858658520644
"98","544 ANG MO KIO AVE 10",1.37395961943023,103.856471368511
"99","640 ANG MO KIO AVE 6",1.38003436037009,103.843606664405
"100","638 ANG MO KIO AVE 6",1.38047559647224,103.843567764408
"101","646 ANG MO KIO AVE 6",1.37939517687868,103.843763599411
"102","150 ANG MO KIO AVE 5",1.37680678506745,103.842017962576
"103","179 ANG MO KIO AVE 5",1.37690418077298,103.836218103538
"104","336 ANG MO KIO AVE 1",1.3635938468353,103.851784409615
"105","335 ANG MO KIO AVE 1",1.36320996798464,103.850690597254
"106","401 ANG MO KIO AVE 10",1.36101765642805,103.855387562453
"107","439 ANG MO KIO AVE 10",1.36629197864802,103.85349630883
"108","430 ANG MO KIO AVE 3",1.36899287777802,103.85276134968
"109","460 ANG MO KIO AVE 10",1.36633947709831,103.859122319513
"110","459 ANG MO KIO AVE 10",1.36701964480661,103.859377190201
"111","716 ANG MO KIO AVE 6",1.37147783065153,103.845868750998
"112","545 ANG MO KIO AVE 10",1.37317921904936,103.856294541429
"113","620 ANG MO KIO AVE 9",1.38244082944044,103.839546376827
"114","622 ANG MO KIO AVE 9",1.382064341745,103.839741864292
"115","259 ANG MO KIO AVE 2",1.36858148248531,103.831557777899
"116","101 ANG MO KIO AVE 3",1.37026158388486,103.839467898898
"117","620 BEDOK RESERVOIR RD",1.33433432226397,103.917712559288
"118","534 BEDOK NTH ST 3",1.33304293942699,103.924774154974
"119","18 BEDOK STH RD",1.32062504871279,103.934734222428
"120","28 NEW UPP CHANGI RD",1.32369451969703,103.934994919422
"121","29 NEW UPP CHANGI RD",1.32395813360222,103.936341250384
"122","30 NEW UPP CHANGI RD",1.32352678248226,103.936423896498
"123","75 BEDOK NTH RD",1.32791477933184,103.942144427101
"124","76 BEDOK NTH RD",1.3282966654865,103.942067527916
"125","501 BEDOK NTH ST 3",1.33164071248973,103.931167665142
"126","502 BEDOK NTH ST 3",1.331245062192,103.931244293846
"127","503 BEDOK NTH ST 3",1.33148846832741,103.932465357827
"128","504 BEDOK NTH ST 3",1.33188000305479,103.932389359044
"129","2 BEDOK STH AVE 1",1.32130118793544,103.933299574181
"130","20 CHAI CHEE RD",1.32627271243233,103.922885287154
"131","21 CHAI CHEE RD",1.32577850604228,103.922424710131
"132","59 CHAI CHEE RD",1.32488916644196,103.920246730461
"133","58 CHAI CHEE DR",1.32591889491418,103.919756859417
"134","55 CHAI CHEE DR",1.32684846948333,103.919015573079
"135","22 BEDOK STH AVE 1",1.3228317365472,103.932852166088
"136","105 BEDOK NTH AVE 4",1.33372280929,103.936517719048
"137","104 BEDOK NTH AVE 4",1.3332985212474,103.936601473643
"138","107 BEDOK NTH RD",1.33231740745783,103.936301267285
"139","110 BEDOK NTH RD",1.33247206352435,103.934860475522
"140","69 BEDOK STH AVE 3",1.31935026360524,103.943632360195
"141","33 BEDOK STH AVE 2",1.32283703302242,103.939124525951
"142","46 BEDOK STH AVE 3",1.32260015341749,103.939792702958
"143","117 BEDOK NTH RD",1.33065454769523,103.938496275607
"144","116 BEDOK NTH RD",1.33100823526591,103.938066838998
"145","115 BEDOK NTH RD",1.33143368792839,103.93686541135
"146","125 BEDOK NTH RD",1.32884321524242,103.939123687022
"147","124 BEDOK NTH RD",1.32925881944574,103.939046430321
"148","128 BEDOK NTH ST 2",1.327740236451,103.939005696963
"149","129 BEDOK NTH ST 2",1.32755443192195,103.938030484223
"150","138 BEDOK NTH ST 2",1.33001011188999,103.936343483972
"151","87 BEDOK NTH ST 4",1.33250261426447,103.938587125421
"152","100 BEDOK NTH AVE 4",1.3343559340081,103.939032711241
"153","412 BEDOK NTH AVE 2",1.32929126082802,103.931090689284
"154","402 BEDOK NTH AVE 3",1.33055472908632,103.933686723902
"155","401 BEDOK NTH AVE 3",1.33098173461878,103.933604621756
"156","425 BEDOK NTH RD",1.32936960154503,103.929067536324
"157","416 BEDOK NTH AVE 2",1.32840382815915,103.930684870347
"158","418 BEDOK NTH AVE 2",1.32856421177174,103.930036524233
"159","424 BEDOK NTH AVE 1",1.32842000962637,103.927482677521
"160","419 BEDOK NTH ST 1",1.32696621417456,103.928135771625
"161","136 BEDOK NTH AVE 3",1.32815498828204,103.93522082327
"162","529 BEDOK NTH ST 3",1.33426946144275,103.926542284602
"163","510 BEDOK NTH ST 3",1.33233655577229,103.930496816187
"164","525 BEDOK NTH ST 3",1.33460113941761,103.929445271638
"165","202 BEDOK NTH ST 1",1.32565628436985,103.927990975389
"166","218 BEDOK NTH ST 1",1.32749295541456,103.934249434214
"167","213 BEDOK NTH ST 1",1.32633302564898,103.932636597017
"168","532 BEDOK NTH ST 3",1.33419173917878,103.925386600613
"169","533 BEDOK NTH ST 3",1.33358016248275,103.92421866691
"170","536 BEDOK NTH ST 3",1.3335411894605,103.923190774432
"171","537 BEDOK NTH ST 3",1.33177300757048,103.924236461237
"172","44 CHAI CHEE ST",1.32901430131171,103.925667777871
"173","540 BEDOK NTH ST 3",1.33112972920094,103.922092625931
"174","702 BEDOK RESERVOIR RD",1.33723650407652,103.918924437798
"175","615 BEDOK RESERVOIR RD",1.33224981185032,103.915868711978
"176","712 BEDOK RESERVOIR RD",1.33590729186163,103.922634043137
"177","50 CHAI CHEE ST",1.32930431416537,103.922415807329
"178","54 CHAI CHEE ST",1.32947840879761,103.921105111921
"179","606 BEDOK RESERVOIR RD",1.33122228560871,103.913799878266
"180","616 BEDOK RESERVOIR RD",1.33182713238417,103.914991045591
"181","15 BEDOK STH RD",1.32090966739298,103.935541944296
"182","34 BEDOK STH AVE 2",1.32205652925918,103.93835472666
"183","36 BEDOK STH AVE 2",1.32163299655185,103.938441289401
"184","35 BEDOK STH AVE 2",1.32233220742919,103.939766219283
"185","41 BEDOK STH RD",1.32105071817917,103.94080318215
"186","42 BEDOK STH RD",1.32147847826862,103.940721046918
"187","53 NEW UPP CHANGI RD",1.32432684067535,103.942429994179
"188","51 NEW UPP CHANGI RD",1.32343585125293,103.942341379723
"189","8 BEDOK STH AVE 2",1.32284176978435,103.936046815062
"190","718 BEDOK RESERVOIR RD",1.3366305993765,103.92574851611
"191","724 BEDOK RESERVOIR RD",1.33714403979137,103.928433830286
"192","166 BEDOK STH AVE 3",1.32004079860245,103.945196685812
"193","71 BEDOK STH RD",1.32041601736618,103.942732310081
"194","82 BEDOK NTH RD",1.32953680475668,103.940406562732
"195","78 BEDOK NTH RD",1.32726007220341,103.940848770214
"196","79 BEDOK NTH RD",1.32769194470055,103.940763685492
"197","80 BEDOK NTH RD",1.32848132017235,103.940611608837
"198","134 BEDOK NTH ST 2",1.32832133313255,103.93658216345
"199","126 BEDOK NTH ST 2",1.32816830907267,103.938917895269
"200","130 BEDOK NTH ST 2",1.32716150771949,103.936824833587
"201","132 BEDOK NTH ST 2",1.32775288998395,103.936709340476
"202","131 BEDOK NTH AVE 3",1.3269699402053,103.93585007622
"203","133 BEDOK NTH AVE 3",1.32754842669276,103.935739668534
"204","121 BEDOK NTH RD",1.32961906105462,103.93870655595
"205","89 BEDOK NTH ST 4",1.33295683726302,103.938220862136
"206","62 NEW UPP CHANGI RD",1.32332667400534,103.940030188552
"207","422 BEDOK NTH RD",1.32868929343533,103.928893754255
"208","427 BEDOK NTH RD",1.32910888380153,103.92773420389
"209","507 BEDOK NTH AVE 3",1.33298071677208,103.93259903289
"210","508 BEDOK NTH AVE 3",1.33340011898402,103.932519442702
"211","517 BEDOK NTH AVE 2",1.33108906602956,103.929204536012
"212","95 BEDOK NTH AVE 4",1.33386999449984,103.94205674836
"213","93 BEDOK NTH AVE 4",1.33288899767094,103.94130973733
"214","43 CHAI CHEE ST",1.32834668503077,103.925654810377
"215","404 BEDOK NTH AVE 3",1.32937492395032,103.933926939087
"216","403 BEDOK NTH AVE 3",1.32979984749858,103.933844368582
"217","543 BEDOK NTH ST 3",1.33033659434823,103.923223544145
"218","547 BEDOK NTH ST 3",1.33033113628205,103.925432072872
"219","708 BEDOK NTH RD",1.33503645745879,103.919311961318
"220","707 BEDOK NTH RD",1.33546649823112,103.919288377804
"221","622 BEDOK RESERVOIR RD",1.3340607503551,103.916898741089
"222","713 BEDOK RESERVOIR RD",1.33631180271797,103.922392175358
"223","609 BEDOK RESERVOIR RD",1.33183921459218,103.912364855077
"224","61 CHAI CHEE RD",1.32510871928237,103.920738188884
"225","56 CHAI CHEE DR",1.32635040550492,103.920064202822
"226","165 BEDOK STH RD",1.32030892324763,103.946089973664
"227","505 BEDOK NTH AVE 3",1.33182838179324,103.933338253415
"228","417 BEDOK NTH AVE 2",1.32757551222487,103.930482353534
"229","710 BEDOK RESERVOIR RD",1.3355737307958,103.923820023145
"230","613 BEDOK RESERVOIR RD",1.33189327383579,103.917026960083
"231","602 BEDOK RESERVOIR RD",1.32934898685946,103.911583237057
"232","603 BEDOK RESERVOIR RD",1.33000183975836,103.912464022386
"233","605 BEDOK RESERVOIR RD",1.33023693207314,103.913508109392
"234","112 BEDOK RESERVOIR RD",1.32969408806205,103.910490219171
"235","1 CHAI CHEE RD",1.32796879176302,103.922716018139
"236","722 BEDOK RESERVOIR RD",1.33663699329345,103.928207774481
"237","54 NEW UPP CHANGI RD",1.32486087785589,103.942554038061
"238","72 BEDOK STH AVE 3",1.32036659168877,103.943667906986
"239","31 BEDOK STH AVE 2",1.32301474306803,103.938165236776
"240","111 BEDOK NTH RD",1.33145574028188,103.935458644142
"241","120 BEDOK NTH ST 2",1.32997311186222,103.9375717024
"242","118 BEDOK NTH ST 2",1.33043385999052,103.937481669683
"243","96 BEDOK NTH AVE 4",1.33326478123569,103.940334868697
"244","137 BEDOK NTH AVE 3",1.32883066193996,103.935509731277
"245","139 BEDOK NTH AVE 3",1.32941001130625,103.935397269548
"246","716 BEDOK RESERVOIR RD",1.33783795176833,103.924973671246
"247","725 BEDOK RESERVOIR RD",1.33764586553964,103.928990816937
"248","22 SIN MING RD",1.3572844410824,103.839396679952
"249","24 SIN MING RD",1.35518696986305,103.836337992513
"250","309 SHUNFU RD",1.35091296258284,103.837585157698
"251","304 SHUNFU RD",1.35012170474224,103.837942388222
"252","308 SHUNFU RD",1.35058252902296,103.837846846026
"253","310 SHUNFU RD",1.35085167873462,103.838679123356
"254","160 BT BATOK ST 11",1.34888490439686,103.742035794953
"255","161 BT BATOK ST 11",1.34846915807481,103.742050806952
"256","164 BT BATOK ST 11",1.34771697477219,103.742831711054
"257","177 BT BATOK WEST AVE 8",1.3463440745148,103.741742087315
"258","130 BT BATOK WEST AVE 6",1.35106126001126,103.745857351625
"259","127 BT BATOK WEST AVE 6",1.35185612872026,103.746076774467
"260","205 BT BATOK ST 21",1.34713047021841,103.749872835706
"261","248 BT BATOK EAST AVE 5",1.35025884075015,103.756604724025
"262","258 BT BATOK EAST AVE 4",1.35127411954665,103.758871467713
"263","4 HILLVIEW AVE",1.3245,103.8572
"264","6 HILLVIEW AVE",1.3245,103.8572
"265","2 HILLVIEW AVE",1.3245,103.8572
"266","146 BT BATOK WEST AVE 6",1.34966890869827,103.744083499088
"267","138 BT BATOK WEST AVE 6",1.35044711973729,103.744471903926
"268","134 BT BATOK WEST AVE 6",1.35159086987043,103.74450960649
"269","143 BT BATOK ST 11",1.3503764354559,103.74390902286
"270","145 BT BATOK ST 11",1.34997305498668,103.743724852615
"271","182 BT BATOK WEST AVE 8",1.34556402157015,103.743821531821
"272","180 BT BATOK WEST AVE 8",1.34555792527722,103.742841014483
"273","228 BT BATOK CTRL",1.34865945802076,103.753794578776
"274","227 BT BATOK CTRL",1.34838399787614,103.753520312233
"275","219 BT BATOK ST 21",1.34720729813155,103.754999726682
"276","244 BT BATOK EAST AVE 5",1.34918269764742,103.757239164878
"277","116 BT BATOK WEST AVE 6",1.34962866452512,103.746381073293
"278","113 BT BATOK WEST AVE 6",1.34883637963314,103.745173404083
"279","163 BT BATOK ST 11",1.34814949552612,103.742658130106
"280","169 BT BATOK WEST AVE 8",1.34660733553492,103.740909286964
"281","165 BT BATOK WEST AVE 8",1.34731985631578,103.741974986591
"282","129 BT BATOK WEST AVE 6",1.35142975219106,103.746030739669
"283","204 BT BATOK ST 21",1.34755865555388,103.74988715048
"284","209 BT BATOK ST 21",1.34548843030138,103.748737963222
"285","135 BT BATOK WEST AVE 6",1.35125231918218,103.744795017835
"286","184 BT BATOK WEST AVE 8",1.34623774673934,103.743824246873
"287","225 BT BATOK CTRL",1.34849607451431,103.752607744553
"288","123 BT BATOK CTRL",1.35141970002657,103.747499423763
"289","307 BT BATOK ST 31",1.35817033436975,103.748118653062
"290","216 BT BATOK ST 21",1.3471050066434,103.753638622774
"291","115 BT BATOK WEST AVE 6",1.34918319745272,103.746566795213
"292","117 BT BATOK WEST AVE 6",1.34996555858187,103.74714214948
"293","111 BT BATOK WEST AVE 6",1.34840644346954,103.745994934101
"294","103 BT BATOK CTRL",1.34822368204242,103.748034526478
"295","223 BT BATOK EAST AVE 3",1.34801554533173,103.753397257075
"296","221 BT BATOK EAST AVE 3",1.34747562371947,103.753690953671
"297","214 BT BATOK ST 21",1.34729998285678,103.75289444646
"298","120 BT BATOK CTRL",1.3510594273469,103.747712277505
"299","121 BT BATOK CTRL",1.35162557081969,103.748011382648
"300","142 BT BATOK ST 11",1.35000417984867,103.742860806106
"301","140 BT BATOK ST 11",1.35076586646897,103.74385553747
"302","141 BT BATOK ST 11",1.35044171803071,103.743212010475
"303","33 TAMAN HO SWEE",1.3245,103.8572
"304","7 TELOK BLANGAH CRES",1.27836137310785,103.819384010497
"305","40 BEO CRES",1.28905634657056,103.827502108439
"306","44 TELOK BLANGAH DR",1.27140883340015,103.810887524155
"307","46 TELOK BLANGAH DR",1.27169061066277,103.809852257535
"308","103 DEPOT RD",1.28131574987693,103.807861854014
"309","110 DEPOT RD",1.28138753916039,103.809362548941
"310","42 TELOK BLANGAH RISE",1.2709187086214,103.822685388438
"311","132 JLN BT MERAH",1.27873808127932,103.828304288385
"312","133 JLN BT MERAH",1.27955093259631,103.82740093837
"313","96 HENDERSON RD",1.28754332229134,103.821335072268
"314","77 INDUS RD",1.29113483646901,103.826764453591
"315","78 INDUS RD",1.29129374515873,103.827476436671
"316","128 BT MERAH VIEW",1.28264675199072,103.823327111496
"317","130 BT MERAH VIEW",1.28458712798457,103.824360319186
"318","119 BT MERAH VIEW",1.28352755166465,103.820830012818
"319","114 BT MERAH VIEW",1.3245,103.8572
"320","5 TELOK BLANGAH CRES",1.27872402905423,103.819220384802
"321","105 HENDERSON CRES",1.29021420176947,103.822356844711
"322","12 TELOK BLANGAH CRES",1.27718546024846,103.819516181006
"323","8 TELOK BLANGAH CRES",1.27779539068994,103.819341303524
"324","18 TELOK BLANGAH CRES",1.27790984987633,103.822535848245
"325","16 TELOK BLANGAH CRES",1.27805365232333,103.821504615515
"326","13 TELOK BLANGAH CRES",1.2781594645971,103.820475315204
"327","2 JLN BT MERAH",1.2866292132996,103.80686187976
"328","1 JLN BT MERAH",1.28645354030174,103.808242400418
"329","108 JLN BT MERAH",1.27922008833835,103.825441382185
"330","102 BT PURMEI RD",1.27190842334423,103.826671653892
"331","106 BT PURMEI RD",1.2729893703256,103.825626826099
"332","62 TELOK BLANGAH HTS",1.2752454314411,103.811106662751
"333","63 TELOK BLANGAH HTS",1.27483128151468,103.810941362052
"334","60 TELOK BLANGAH HTS",1.27607895768865,103.812157206469
"335","55 TELOK BLANGAH DR",1.27396036035569,103.812149525435
"336","75 TELOK BLANGAH DR",1.27489641713898,103.808938738993
"337","141 JLN BT MERAH",1.27714559744846,103.828738908605
"338","7 EVERTON PK",1.27692435153003,103.838679504443
"339","3 EVERTON PK",1.27721730057752,103.838703998309
"340","146 JLN BT MERAH",1.27783733331047,103.830814605787
"341","18 KG BAHRU HILL",1.3245,103.8572
"342","20 REDHILL CL",1.3245,103.8572
"343","13 REDHILL CL",1.3245,103.8572
"344","19 REDHILL CL",1.3245,103.8572
"345","28 JLN BT MERAH",1.28640350234512,103.809741989834
"346","28 HOY FATT RD",1.28675654367639,103.810121713045
"347","29 HAVELOCK RD",1.3245,103.8572
"348","18 TAMAN HO SWEE",1.28809868332674,103.831032031024
"349","30 JLN KLINIK",1.28766976882827,103.828202949008
"350","26 JLN KLINIK",1.2881713453856,103.828454024092
"351","28 JLN KLINIK",1.28789877031281,103.828203629292
"352","22 HAVELOCK RD",1.28859667248672,103.829176323486
"353","37 JLN RUMAH TINGGI",1.28922928913172,103.809193412567
"354","36 BEO CRES",1.28835977080873,103.827056911096
"355","6 JLN BT HO SWEE",1.28763869859867,103.831443269057
"356","41 KIM CHENG ST",1.2846906958963,103.831590918207
"357","47 MOH GUAN TER",1.28420581657007,103.831063385283
"358","34 TELOK BLANGAH WAY",1.27351780057463,103.822480988448
"359","129 KIM TIAN RD",1.2811530312289,103.828856188305
"360","120 BT MERAH VIEW",1.28277443239482,103.822612454246
"361","111 BT MERAH VIEW",1.3245,103.8572
"362","109 JLN BT MERAH",1.27942671435022,103.826086916123
"363","104 BT PURMEI RD",1.27239853587858,103.825625504182
"364","110 BT PURMEI RD",1.27380415706758,103.827057699596
"365","114 BT PURMEI RD",1.27507181850164,103.825887190072
"366","113 BT PURMEI RD",1.27477013494182,103.826932277494
"367","57 TELOK BLANGAH HTS",1.27463331496043,103.812586604999
"368","54 TELOK BLANGAH DR",1.27359718662062,103.811942133272
"369","69 TELOK BLANGAH HTS",1.27558342805007,103.810314018607
"370","51 TELOK BLANGAH DR",1.27351337938811,103.810145340012
"371","101 HENDERSON CRES",1.29071799751539,103.821625207737
"372","103 HENDERSON CRES",1.28974209684545,103.821375681569
"373","140 JLN BT MERAH",1.27815614255865,103.829524327849
"374","4 EVERTON PK",1.27688307363768,103.840085627903
"375","7 KIM TIAN PL",1.28348511207749,103.827043785507
"376","115 BT PURMEI RD",1.27535201369639,103.826950180582
"377","48 TELOK BLANGAH DR",1.27234669758392,103.810554542558
"378","73 TELOK BLANGAH HTS",1.27573843980494,103.80918938464
"379","72 TELOK BLANGAH HTS",1.27611797685125,103.809589962738
"380","66 TELOK BLANGAH DR",1.27413297268021,103.809632649822
"381","8 EMPRESS RD",1.31641190098174,103.805373811937
"382","4 QUEEN'S RD",1.31883225284458,103.808061967625
"383","6 FARRER RD",1.31731971195622,103.808057179008
"384","8 JLN KUKOH",1.2873776268224,103.839407060595
"385","22 OUTRAM PK",1.3245,103.8572
"386","12 SHORT ST",1.3245,103.8572
"387","13 SHORT ST",1.3245,103.8572
"388","8 SELEGIE RD",1.30320667141798,103.850493368737
"389","538 UPP CROSS ST",1.28521219232764,103.845766165764
"390","264 WATERLOO ST",1.29900941828595,103.852284903161
"391","271 QUEEN ST",1.30093267323152,103.853991004773
"392","664 BUFFALO RD",1.30613246548155,103.851112543389
"393","34 UPP CROSS ST",1.2862352148315,103.842303340846
"394","640 ROWELL RD",1.30743547948389,103.854713903431
"395","2 ROCHOR RD",1.30512222179237,103.851438822181
"396","9 SELEGIE RD",1.30346096156272,103.850709313633
"397","10 SELEGIE RD",1.30370879401395,103.850537238747
"398","232 BAIN ST",1.29685311080014,103.853347534791
"399","663 BUFFALO RD",1.30568031708633,103.850857724971
"400","662 BUFFALO RD",1.30624722914968,103.849956033902
"401","335B SMITH ST",1.28236449613222,103.843448181669
"402","639 ROWELL RD",1.30775082189872,103.855203622089
"403","632 VEERASAMY RD",1.30606601392047,103.854501603493
"404","633 VEERASAMY RD",1.30570669566476,103.854943243934
"405","642 ROWELL RD",1.30778051437061,103.856495249944
"406","1 TECK WHYE AVE",1.38253882861956,103.751710905678
"407","4 TECK WHYE AVE",1.38193929484651,103.752806721707
"408","10 TECK WHYE AVE",1.38047054647235,103.755211077169
"409","16 TECK WHYE LANE",1.37842710387364,103.754911815576
"410","26 TECK WHYE LANE",1.37762112372223,103.755740001262
"411","13 TECK WHYE LANE",1.37894634652916,103.755847939018
"412","440 CLEMENTI AVE 3",1.31623186133299,103.763939019821
"413","509 WEST COAST DR",1.31115776641946,103.761017540932
"414","363 CLEMENTI AVE 2",1.31282069203581,103.768916989703
"415","365 CLEMENTI AVE 2",1.3122997890586,103.769943830728
"416","427 CLEMENTI AVE 3",1.31197064490002,103.763802999659
"417","334 CLEMENTI AVE 2",1.31518502692041,103.768432708555
"418","329 CLEMENTI AVE 2",1.31306718149221,103.767339299757
"419","323 CLEMENTI AVE 5",1.3245,103.8572
"420","322 CLEMENTI AVE 5",1.3245,103.8572
"421","326 CLEMENTI AVE 5",1.31441982602285,103.766613472958
"422","314 CLEMENTI AVE 4",1.3245,103.8572
"423","313 CLEMENTI AVE 4",1.3245,103.8572
"424","312 CLEMENTI AVE 4",1.31906441748857,103.763959814303
"425","354 CLEMENTI AVE 2",1.3135304106234,103.770859843658
"426","435 CLEMENTI AVE 3",1.31456210565181,103.76253024021
"427","433 CLEMENTI AVE 3",1.3140162229847,103.761827364842
"428","506 WEST COAST DR",1.31251696940456,103.760867377122
"429","508 WEST COAST DR",1.31165973523805,103.761761494233
"430","401 CLEMENTI AVE 1",1.3245,103.8572
"431","320 CLEMENTI AVE 4",1.316901343761,103.765310715228
"432","310 CLEMENTI AVE 4",1.32027016006349,103.765944899873
"433","309 CLEMENTI AVE 4",1.32091981411778,103.766377598785
