"","lat","long","postal","x","y","street"
"1",1.36200453938712,103.853879910407,"560406",30288.2346631354,38229.0674628187,"406 ANG MO KIO AVE 10"
"2",1.37096635222625,103.838201940326,"560108",28543.4587465767,39220.009892093,"108 ANG MO KIO AVE 4"
"3",1.38070883044887,103.835368226602,"560602",28228.0999537045,40297.2831488103,"602 ANG MO KIO AVE 5"
"4",1.3662010408294,103.857200967235,"560465",30657.8246932384,38693.0986568723,"465 ANG MO KIO AVE 10"
"5",1.38104135523576,103.835131742647,"560601",28201.7822445426,40334.0520295352,"601 ANG MO KIO AVE 5"
"6",1.37680678506745,103.842017962576,"560150",28968.1332683703,39865.8164612036,"150 ANG MO KIO AVE 5"
"7",1.36747901420817,103.855967139125,"560447",30520.5130165294,38834.4091277141,"447 ANG MO KIO AVE 10"
"8",1.36511908595886,103.841742478489,"560218",28937.4798521483,38573.4500436708,"218 ANG MO KIO AVE 1"
"9",1.37005501296043,103.85488055876,"560571",30399.5870944131,39119.2488639448,"571 ANG MO KIO AVE 3"
"10",1.37405846295585,103.854168170426,"560534",30320.30304706,39561.9293249641,"534 ANG MO KIO AVE 10"
"11",1.36754924977907,103.836740628478,"560233",28380.8330470454,38842.1638154108,"233 ANG MO KIO AVE 3"
"12",1.36682360708102,103.83649123895,"560235",28353.0790917883,38761.9259028193,"235 ANG MO KIO AVE 3"
"13",1.36598198004505,103.840654039612,"560219",28816.3492579265,38668.8640811536,"219 ANG MO KIO AVE 1"
"14",1.37447378519738,103.854100515826,"560536",30312.7735228948,39607.8534837943,"536 ANG MO KIO AVE 10"
"15",1.36885445228086,103.837896397823,"560230",28509.4560266165,38986.4866770636,"230 ANG MO KIO AVE 3"
"16",1.3697435855576,103.856023138277,"560570",30526.7426821338,39084.8139777128,"570 ANG MO KIO AVE 3"
"17",1.38156171229824,103.84000226873,"560624",28743.8101280658,40391.5914363135,"624 ANG MO KIO AVE 4"
"18",1.36605027829032,103.854168309853,"560441",30320.3262626035,38676.4249629509,"441 ANG MO KIO AVE 10"
"19",1.38219867741921,103.841211533475,"560625",28878.3857606538,40462.0242171884,"625 ANG MO KIO AVE 9"
"20",1.36956344301912,103.844698910817,"560119",29266.4932891754,39064.8857793771,"119 ANG MO KIO AVE 3"
"21",1.37065487078854,103.834630215787,"560255",28145.969263019,39185.5673480611,"255 ANG MO KIO AVE 4"
"22",1.36830996981351,103.853600305664,"560432",30257.1120628985,38926.289620243,"432 ANG MO KIO AVE 10"
"23",1.369196965617,103.841666636086,"560211",28929.0379298814,39024.3611866981,"211 ANG MO KIO AVE 3"
"24",1.3707097868791,103.853494767426,"560584",30245.3646952016,39191.6490940284,"584 ANG MO KIO AVE 3"
"25",1.37329593649654,103.835475719134,"560118",28240.0632531969,39477.603025008,"118 ANG MO KIO AVE 4"
"26",1.3613425564061,103.851698621454,"560333",30045.4833755,38155.8667959049,"333 ANG MO KIO AVE 1"
"27",1.37061517595951,103.83596769452,"560256",28294.8144035833,39181.178218009,"256 ANG MO KIO AVE 4"
"28",1.36243186402478,103.851030689651,"560330",29971.1495055445,38276.3163302261,"330 ANG MO KIO AVE 1"
"29",1.3716257020332,103.857736107527,"560557",30717.3733190438,39292.9307314958,"557 ANG MO KIO AVE 10"
"30",1.36708983179046,103.845660199054,"560302",29373.4744485123,38791.3669652212,"302 ANG MO KIO AVE 3"
"31",1.37138855070768,103.855953346739,"560575",30518.9740106286,39266.7057937048,"575 ANG MO KIO AVE 10"
"32",1.37400086510074,103.850139806283,"560509",29871.9957073322,39555.5569155477,"509 ANG MO KIO AVE 8"
"33",1.36314392666998,103.858118593427,"560472",30759.9490216402,38355.059549246,"472 ANG MO KIO AVE 10"
"34",1.36266297827625,103.85651592319,"560475",30581.5912348917,38301.8769463114,"475 ANG MO KIO AVE 10"
"35",1.38010465081465,103.840408680468,"560629",28789.039091846,40230.4771080129,"629 ANG MO KIO AVE 4"
"36",1.37365123866689,103.857022220393,"560546",30637.9241598397,39516.9034896214,"546 ANG MO KIO AVE 10"
"37",1.37101536386003,103.841800323712,"560131",28943.9150373628,39225.4304642249,"131 ANG MO KIO AVE 3"
"38",1.37020344042146,103.834687722549,"560254",28152.3690952277,39135.6504789609,"254 ANG MO KIO AVE 4"
"39",1.36409807919403,103.856694220704,"560470",30601.4321100945,38460.5632980298,"470 ANG MO KIO AVE 10"
"40",1.36694793518613,103.857487648675,"560463",30689.7280863831,38775.686757328,"463 ANG MO KIO AVE 10"
"41",1.36582089504381,103.842847772078,"560207",29060.4855782297,38651.0529769398,"207 ANG MO KIO AVE 1"
"42",1.36628642816469,103.844994760928,"560304",29299.4195888303,38702.5303119384,"304 ANG MO KIO AVE 1"
"43",1.37939517687868,103.843763599411,"560646",29162.399695484,40152.028457012,"646 ANG MO KIO AVE 6"
"44",1.36661793708764,103.84786688518,"560328",29619.0524934148,38739.1886237189,"328 ANG MO KIO AVE 3"
"45",1.37183157010083,103.853670978083,"563588",30264.9737479165,39315.6903483681,"588C ANG MO KIO ST 52"
"46",1.37175400663025,103.8538833087,"564588",30288.6036298573,39307.1139757186,"588D ANG MO KIO ST 52"
"47",1.37026158388486,103.839467898898,"560101",28684.3447392145,39142.0805186182,"101 ANG MO KIO AVE 3"
"48",1.36899287777802,103.85276134968,"560430",30163.7457453171,39001.801338518,"430 ANG MO KIO AVE 3"
"49",1.3734054063175,103.851134219635,"560520",29982.6621752949,39489.7149100322,"520 ANG MO KIO AVE 5"
