"","Address","nearest_mrt","dist_to_nearest_mrt","mrt_1km"
"5824","669D JURONG WEST ST 64","301 BOON LAY WAY BOON LAY MRT STATION (EW27) SINGAPORE 649846","0.621497550064999","2"
"5825","334 KANG CHING RD","201 BOON LAY WAY LAKESIDE MRT STATION (EW26) SINGAPORE 649845","0.582717477365434","1"
"5826","82 WHAMPOA DR","900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260","0.758729963819495","1"
"5827","97 WHAMPOA DR","900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260","0.767782245377283","1"
"5828","2 ST. GEORGE'S RD","900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260","0.465773464648854","1"
"5829","14 ST. GEORGE'S RD","900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260","0.48906933671457","1"
"5830","38B BENDEMEER RD","541 KALLANG BAHRU GEYLANG BAHRU MRT STATION (DT24) SINGAPORE 339355","0.54398059136287","3"
"5831","467 NTH BRIDGE RD","50 KALLANG ROAD LAVENDER MRT STATION (EW11) SINGAPORE 208699","0.240475260598577","6"
"5832","806 KING GEORGE'S AVE","50 KALLANG ROAD LAVENDER MRT STATION (EW11) SINGAPORE 208699","0.221734444708006","4"
"5833","26 BENDEMEER RD","900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260","0.189085721559965","2"
"5834","28 BENDEMEER RD","900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260","0.1981829625675","3"
"5835","23 ST. GEORGE'S RD","900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260","0.650951639462804","2"
"5836","15 UPP BOON KENG RD","5 SIMS AVENUE KALLANG MRT STATION (EW10) SINGAPORE 387405","0.488165977513046","3"
"5837","15 FARRER PK RD","250 RACE COURSE ROAD FARRER PARK MRT STATION (NE8) SINGAPORE 218703","0.223842274379397","5"
"5838","114 WHAMPOA RD","900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260","0.813321069214109","1"
"5839","38 CAMBRIDGE RD","250 THOMSON ROAD NOVENA MRT STATION (NS20) SINGAPORE 307642","0.709910639344249","2"
"5840","101 AH HOOD RD","510 LORONG 6 TOA PAYOH TOA PAYOH MRT STATION (NS19) SINGAPORE 319398","0.67255355841752","2"
"5841","106 JLN RAJAH","510 LORONG 6 TOA PAYOH TOA PAYOH MRT STATION (NS19) SINGAPORE 319398","0.924751719902342","1"
"5842","6 MARINE TER","55 SIMS AVENUE EAST KEMBANGAN MRT STATION (EW6) SINGAPORE 416551","1.9607180441058","0"
"5843","14 MARINE TER","55 SIMS AVENUE EAST KEMBANGAN MRT STATION (EW6) SINGAPORE 416551","1.97412308529124","0"
"5844","150 PASIR RIS ST 13","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.18025311336995","0"
"5845","446 PASIR RIS DR 6","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.60533139181248","0"
"5846","762 PASIR RIS ST 71","15 TAMPINES CENTRAL 1 TAMPINES MRT STATION (DT32) SINGAPORE 529544","2.49770418481558","0"
"5847","749 PASIR RIS ST 71","40 PUNGGOL EAST RIVIERA LRT STATION (PE4) SINGAPORE 828852","2.70271088311556","0"
"5848","451 PASIR RIS DR 6","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.7455134188693","0"
"5849","214 PASIR RIS ST 21","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.48184505629908","0"
"5850","569 PASIR RIS ST 51","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.61726390972307","0"
"5851","193 PASIR RIS ST 12","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.21848441068124","0"
"5852","143 PASIR RIS ST 11","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","0.933182392592137","1"
"5853","145 PASIR RIS ST 11","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.04295403747636","0"
"5854","776 PASIR RIS ST 71","15 TAMPINES CENTRAL 1 TAMPINES MRT STATION (DT32) SINGAPORE 529544","2.26156248324042","0"
"5855","275 PASIR RIS ST 21","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.46924457537344","0"
"5856","272 PASIR RIS ST 21","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.4657229051148","0"
"5857","740 PASIR RIS ST 71","15 TAMPINES CENTRAL 1 TAMPINES MRT STATION (DT32) SINGAPORE 529544","2.65120340283453","0"
"5858","244 PASIR RIS ST 21","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.95828023211548","0"
