"","street","dist_to_nearest_mrt","mrt_1km","dist_to_nearest_supermarket","supermarket_1km","dist_to_nearest_hawkers","hawkers_1km","dist_to_nearest_primary_schools","primary_schools_1km","dist_to_nearest_hospital","hospitals_1km","dist_cbd","postal_2dig","lease_commence_date"
"2358","207 BOON LAY PL",0.861270958172041,1,0.124190884239584,3,0.106536528858494,3,0.424418398424587,4,3.16846994050079,0,16.70953688859,"64",1976
"2359","925 JURONG WEST ST 92",0.865747778988071,2,0.321653122075793,3,2.69237798494489,0,0.199161471782455,2,5.96132340744896,0,19.0097727753925,"64",1988
"2360","463 JURONG WEST ST 41",0.747525017028594,1,0.167496746360151,4,0.543319220722164,1,0.452548384605727,2,2.07890375571648,0,15.9136692344069,"64",1985
"2361","484 JURONG WEST AVE 1",0.745410342413558,2,0.228610560254675,4,0.67124395955934,2,0.554423486884506,3,1.73446148413309,0,15.4866934288238,"64",1985
"2362","423 JURONG WEST AVE 1",0.88946687462273,1,0.120434452897324,4,0.791238965666991,2,0.620479000252788,3,1.8356228895045,0,15.7071381044572,"64",1984
"2363","459 JURONG WEST ST 41",0.675714068164374,1,0.205770328277955,4,0.284673474425684,1,0.391780630850787,2,2.3363278989986,0,16.1352672347266,"64",1984
"2364","525 JURONG WEST ST 52",0.616539821430725,1,0.44185588654065,5,0.351085609483162,3,0.245436277807261,3,2.85488535930497,0,16.4595570565212,"64",1982
"2365","480 JURONG WEST ST 41",0.448883895190511,1,0.168006014243518,4,0.697109809062861,2,0.276275946553978,2,2.00809350660874,0,15.655345100145,"64",1985
"2366","489 JURONG WEST AVE 1",0.888560953572502,2,0.304186103163221,4,0.649441946139082,2,0.638923364307267,2,1.63070256883169,0,15.4454011553294,"64",1984
"2367","535 JURONG WEST ST 52",0.722647666814664,1,0.359027093827699,5,0.161497466369995,3,0.339233017376122,3,2.76856306954264,0,16.4859112683991,"64",1983
"2368","481 JURONG WEST ST 41",0.556694622729528,2,0.194813870069622,4,0.73782326064892,2,0.408504951097231,3,1.87743175610572,0,15.5352933134894,"64",1985
"2369","528 JURONG WEST ST 52",0.633919635326252,1,0.454715280493635,5,0.222714793447439,3,0.242762621726589,3,2.77795504254275,0,16.4411194150764,"64",1983
"2370","425 JURONG WEST AVE 1",0.830144210648194,1,0.086458771592758,5,0.680128544090468,1,0.546797406394813,3,1.94794883620994,0,15.807645215258,"64",1984
"2371","513 JURONG WEST ST 52",0.372417733834992,1,0.455090362729516,5,0.297890614950392,3,0.186134856657348,3,2.45017883174059,0,16.0959905734674,"64",1984
"2372","339A KANG CHING RD",0.715228112933917,1,0.340161700442283,2,0.353534831037846,1,0.377406373497168,1,2.61712833149101,0,15.5309219212906,"61",2012
"2373","339D KANG CHING RD",0.627067319941478,1,0.463918779364702,2,0.457488497644245,1,0.456833103494769,3,2.50071683724411,0,15.4951675589256,"61",2012
"2374","338B KANG CHING RD",0.689649158029419,1,0.390430665818917,2,0.386199252999789,1,0.425663116226196,2,2.55781412193642,0,15.4954484747539,"61",2012
"2375","952 JURONG WEST ST 91",0.855833207366713,2,0.0815341941473445,3,2.39614679877,0,0.428834621620618,4,5.6679264503852,0,18.8510770896865,"64",1989
"2376","724 JURONG WEST ST 72",0.83556654162234,1,0.380124983184715,3,1.63081957307646,0,0.0982264669531549,4,4.89312448304091,0,18.2412516323132,"64",1990
"2377","816 JURONG WEST ST 81",0.868276305818397,1,0.411309839822502,3,1.8234749230947,0,0.291920983623408,3,5.08188620300643,0,18.4330658068878,"64",1993
"2378","526 JURONG WEST ST 52",0.576870275760971,1,0.507525483439475,5,0.270110106046208,3,0.188150319340309,3,2.77200116656958,0,16.40232697796,"64",1982
"2379","941 JURONG WEST ST 91",0.676476700375116,1,0.380301363959618,3,2.6757123882758,0,0.187420344218629,2,5.94180602900859,0,19.1777371444193,"64",1989
"2380","158 YUNG LOH RD",1.70942255336237,0,0.345469183642547,4,0.641177112177753,1,1.12967347827325,0,2.74076297585718,0,15.1182761733457,"61",1996
"2381","847 JURONG WEST ST 81",1.01776176081682,0,0.398544142039649,2,2.32944937733772,0,0.561264237075794,4,5.58557508710409,0,18.9098972512336,"64",1996
"2382","624 JURONG WEST ST 61",0.361240094958173,2,0.125307686622653,6,1.73290797064137,0,0.180064441326162,4,4.99340647964398,0,18.1099821930169,"64",2001
"2383","764 JURONG WEST ST 74",1.32066548295111,0,0.55685279673376,2,1.6633006175658,0,0.340217765067094,2,4.83433120011684,0,18.3843590832962,"64",1996
"2384","273D JURONG WEST AVE 3",1.5554648495914,0,0.388080610909311,1,1.32731061638742,0,0.507750989856383,3,4.32969262540505,0,18.0308351610034,"64",2001
"2385","759 JURONG WEST ST 74",1.42286303295482,0,0.439916994469544,2,1.55703380020948,0,0.345233975969407,3,4.69523447311102,0,18.2861866698984,"64",1996
"2386","268A BOON LAY DR",1.05668973003942,0,0.46845604064145,4,0.660245546456727,2,0.390243113635481,3,3.82560843604796,0,17.3873966375208,"64",2002
"2387","413 JURONG WEST ST 42",1.10546575483469,0,0.355756770455807,3,0.844328042514093,1,0.815361553734623,1,1.91376668125453,0,15.8623342312181,"64",1984
"2388","765 JURONG WEST ST 74",1.39607968129364,0,0.577152729733568,2,1.69199650565002,0,0.403133601824238,2,4.84086684124369,0,18.4185479001365,"64",1996
"2389","555 JURONG WEST ST 42",1.07311660965805,0,0.249829925870911,4,0.448856478973452,1,0.772687334339997,2,2.60520106149326,0,16.5037525553075,"64",1985
"2390","460 JURONG WEST ST 41",0.630738864256191,1,0.222260300419836,5,0.25193611786806,2,0.35293417379252,2,2.35941071938215,0,16.1377795076338,"64",1985
"2391","727 JURONG WEST AVE 5",0.912873332228354,1,0.451350432013233,3,1.68625649730639,0,0.18775240490001,3,4.93974658660628,0,18.3207824210121,"64",1989
"2392","337D TAH CHING RD",0.774501161172533,1,0.294964631781959,2,0.294957019420748,1,0.40265561960628,1,2.63322077270296,0,15.4958280043876,"61",2010
"2393","621 JURONG WEST ST 65",0.447218150848327,2,0.264517673998141,7,1.55223352592114,0,0.155305371262306,4,4.80988600274942,0,17.9423994873253,"64",2000
"2394","458 JURONG WEST ST 41",0.67034266599508,1,0.157305944956532,5,0.187184258654607,3,0.408925973104008,2,2.43371407701876,0,16.2180780197652,"64",1984
"2395","339B KANG CHING RD",0.677181076013323,1,0.364112067811146,2,0.392323672316045,1,0.344950413617536,3,2.62601611994845,0,15.5723591522274,"61",2012
"2396","659D JURONG WEST ST 65",0.467877594704209,2,0.454712662181942,5,1.51072104867973,0,0.312259542900279,2,4.62180551362917,0,17.4698435180771,"64",2001
"2397","663A JURONG WEST ST 65",0.481646943943384,2,0.432439988276148,5,1.45743059839514,0,0.295199849422332,4,4.6530244261902,0,17.6426611055617,"64",2000
"2398","475 JURONG WEST ST 41",0.628261173668796,1,0.0906616640421903,4,0.759453032054577,2,0.415740012289582,3,1.87639335725533,0,15.6089632113382,"64",1984
"2399","346 KANG CHING RD",0.447844420424641,1,0.582318650347987,3,0.623631003222107,1,0.384704774978158,4,2.55504581243509,0,15.6873799623053,"61",1997
"2400","686C JURONG WEST CTRL 1",0.452043003619824,2,0.34836373851421,4,1.00071680962386,0,0.654211379695722,5,4.25911374272895,0,17.4907078498113,"64",2000
"2401","684C JURONG WEST ST 64",0.581244465387922,1,0.484782102590093,5,0.941261485275338,2,0.594624429822106,6,4.2124788977143,0,17.5218996312526,"64",2000
"2402","612 JURONG WEST ST 65",0.423479147130328,2,0.458192938352445,5,1.49790988276967,0,0.18510288877671,4,4.72334163469769,0,17.7659314679695,"64",2001
"2403","510 JURONG WEST ST 52",0.487982005664962,1,0.349639416126635,5,0.181057352796162,3,0.213186597617117,3,2.50054228134139,0,16.1910133960682,"64",1984
"2404","683B JURONG WEST CTRL 1",0.507389770333418,1,0.412313546721913,5,0.929253637801384,2,0.662448159407545,6,4.19549984671559,0,17.4709767928877,"64",2000
"2405","517D JURONG WEST ST 52",0.181587353309544,1,0.659605271802452,5,0.538833488839385,3,0.230656722953906,4,2.54770366534115,0,16.03399792704,"64",2000
"2406","946 JURONG WEST ST 91",0.857321925746465,1,0.291165882291817,3,2.48978602156931,0,0.359434986366826,3,5.75475306539175,0,19.015137320306,"64",1989
"2407","840 JURONG WEST ST 81",0.91240198614383,1,0.25907473961439,2,2.29199982027877,0,0.538004918308794,5,5.55891182979872,0,18.8205823653352,"64",1993
"2408","221 BOON LAY PL",0.975808936162524,1,0.00635881444319828,4,0.0968552365899318,3,0.392009311170527,3,3.29734013354915,0,16.8153940132525,"64",1979
"2409","268C BOON LAY DR",0.97333379029395,1,0.505312196532435,4,0.575333256010211,2,0.486874102471773,3,3.78114370799464,0,17.3051433069955,"64",2002
"2410","426 JURONG WEST AVE 1",0.91375866232902,1,0.164907287831651,5,0.722420776208463,1,0.627551811165926,3,1.93361467794259,0,15.8241500825596,"64",1985
"2411","276B JURONG WEST AVE 3",1.57543718620531,0,0.446830389458575,1,1.23050235940217,0,0.372247704174292,2,4.18156521011402,0,17.9095874976513,"64",2002
"2412","672A JURONG WEST ST 65",0.793038925109414,2,0.462526437190163,4,1.33056569475192,0,0.245739561644573,4,4.60245471030136,0,17.898795042971,"64",2002
"2413","633 JURONG WEST ST 65",0.670146735462831,2,0.283718645613126,5,1.51450886832046,0,0.166725950143034,4,4.78659344337967,0,18.0487347323157,"64",2001
"2414","201 BOON LAY DR",0.626066311447568,1,0.476084447661267,1,0.363249159461837,3,0.288104405475006,4,3.0273377278786,0,16.3783842893634,"64",1976
"2415","832 JURONG WEST ST 81",0.753764407123375,1,0.342527078128242,2,1.96104203050886,0,0.42362380775584,6,5.22939955583092,0,18.5082488542713,"64",1993
"2416","275A JURONG WEST ST 25",1.59559534583052,0,0.425183286314281,1,1.41765277226206,0,0.605064153858786,3,4.42642754385659,0,18.1256799335272,"64",2002
"2417","182 YUNG SHENG RD",1.18905005133977,0,0.181749548049471,3,0.147837293383307,1,0.702582589235615,1,2.68830985742921,0,15.2620503930452,"61",2001
"2418","272D JURONG WEST ST 24",1.40591436427306,0,0.285008690138736,1,1.13202515248776,0,0.350980065755849,3,4.17103849123471,0,17.8419048840301,"64",2003
"2419","909 JURONG WEST ST 91",0.55976960705302,1,0.504409805198747,2,2.96673761130292,0,0.212243273865493,2,6.23879165403419,0,19.3301530182211,"64",1989
"2420","658C JURONG WEST ST 65",0.360568469108649,2,0.549371679149944,5,1.65807134315109,0,0.0914613265148993,3,4.81904301800075,0,17.6969775807424,"64",2001
"2421","987D JURONG WEST ST 93",0.24276219008838,1,0.384416800999406,4,2.16375524798113,0,0.479087823448879,4,5.37188267363509,0,18.2292761270286,"64",2006
"2422","184 YUNG SHENG RD",1.2266727846715,0,0.141671374214872,3,0.168854885124054,1,0.716798412804802,1,2.71064876019171,0,15.2708971778017,"61",2001
"2423","359 YUNG AN RD",0.866748638217327,1,0.197166060340831,2,0.203290490483423,1,0.405623390507987,1,2.71136543332434,0,15.4937483866916,"61",1995
"2424","654C JURONG WEST ST 61",0.193983575992667,1,0.376915367395152,5,2.01707162779263,0,0.280394189939085,2,5.19073962500498,0,18.0009128881496,"64",2002
"2425","635 JURONG WEST ST 65",0.591666276158088,2,0.169986744903577,5,1.62578108876633,0,0.222864593502999,4,4.89762421690789,0,18.1293134487895,"64",2001
"2426","453 JURONG WEST ST 42",0.879699610273032,1,0.22254814682145,5,0.217619255577456,3,0.526489786011011,2,2.72191404180724,0,16.5277914724327,"64",1985
"2427","467 JURONG WEST ST 41",0.608911082447592,1,0.234673776650258,4,0.456818633728957,1,0.311761234133465,2,2.15275722458021,0,15.9310539455088,"64",1985
"2428","653C JURONG WEST ST 61",0.244428063694984,1,0.315657787808357,4,2.0754492749014,0,0.33452232840513,2,5.24266172930232,0,18.0253011198994,"64",2002
"2429","986C JURONG WEST ST 93",0.196916379788083,1,0.426837822546281,4,2.11713320845167,0,0.44814874782563,4,5.33013414679117,0,18.2104378381064,"64",2008
"2430","321 TAH CHING RD",0.865303950752085,1,0.518202385947687,2,0.419276981329153,1,0.705016378488154,1,2.37947051612281,0,15.2071651186958,"61",1997
"2431","517E JURONG WEST ST 52",0.217540600217027,1,0.722563291753981,5,0.57016770434409,3,0.249597875493857,4,2.60384289336094,0,16.0634085512887,"64",2000
"2432","910 JURONG WEST ST 91",0.483600820046075,1,0.437850470234238,2,2.97151492138156,0,0.161811024036157,2,6.24302598861033,0,19.377700542583,"64",1988
"2433","830 JURONG WEST ST 81",0.964466053739946,1,0.446766891194773,2,2.15504063779186,0,0.619016768023723,5,5.41218210774629,0,18.7443541780592,"64",1993
"2434","682A JURONG WEST CTRL 1",0.604655274047318,1,0.520941113515258,5,0.835315932089359,2,0.646093900125095,5,4.10728820106215,0,17.445120280996,"64",2000
"2435","409 JURONG WEST ST 42",1.19862605552732,0,0.44980310503899,3,0.911473734500392,1,0.907220064712722,1,1.91302029875113,0,15.8834593176808,"64",1985
"2436","656D JURONG WEST ST 61",0.361432810539496,2,0.387529688510348,5,1.80315686406801,0,0.125941980155088,2,4.93308433375861,0,17.7209864405737,"64",2002
"2437","556 JURONG WEST ST 42",1.09756694831818,0,0.270682895478237,4,0.446139393381501,1,0.76915670021191,2,2.71331882897437,0,16.6007697847992,"64",1986
"2438","630 JURONG WEST ST 65",0.649910284288907,2,0.340954137464946,5,1.43006891586931,0,0.266977409077806,4,4.70066882474255,0,17.934530167836,"64",2001
"2439","151 YUNG HO RD",1.94821851290797,0,0.460771765721457,5,0.882574681431432,1,1.3226120529876,0,2.89494570310182,0,15.1518428726767,"61",1990
"2440","469 JURONG WEST ST 41",0.472621509127835,1,0.341249279430487,4,0.337584910958006,2,0.184213803367158,2,2.30017258280767,0,16.0147772938346,"64",1985
"2441","692 JURONG WEST CTRL 1",0.389693695081885,1,0.287184757510137,4,0.758431113871278,2,0.682362304562444,5,3.99476823038351,0,17.2237231074287,"64",1998
"2442","8 JLN BATU",0.403158313509443,3,0.601897162000683,2,0.0869555601903842,3,1.08342395036734,0,2.89123219492799,0,3.85762285899565,"43",1970
"2443","33 JLN BAHAGIA",0.8818697152826,1,0.22437706936981,6,0.549990568361589,5,0.54622214691209,3,1.44773902347486,0,4.36672624387568,"32",1970
"2444","72 GEYLANG BAHRU",0.0973150403327284,1,0.135519929769889,2,0.126243292919939,3,0.706034828681463,1,2.165655686304,0,4.34825752908522,"33",1974
"2445","43 BENDEMEER RD",0.514630211952557,3,0.501694697605149,4,0.378270952694046,3,0.201117766865383,2,1.62518392386404,0,4.01006927405033,"33",1981
"2446","98 WHAMPOA DR",0.862599333358072,1,0.122451254866853,7,0.18045464420813,4,0.399212719162217,1,0.921590187908821,3,3.75267382035618,"32",1974
"2447","75 WHAMPOA DR",0.679735483128694,1,0.0583690379587465,6,0.38556454818926,4,0.300661512211576,2,1.36973531489871,0,4.12138338956915,"32",1974
"2448","8 ST. GEORGE'S LANE",0.508184074650627,1,0.224666008439201,5,0.546179525160788,4,0.31296428043277,2,1.38205116721169,0,4.06651080601994,"32",1982
"2449","5 JLN BATU",0.542663026804243,3,0.699969977176186,2,0.0896772726957878,3,1.14526193644007,0,2.98126340168057,0,3.89526539492047,"43",1969
"2450","96 GEYLANG BAHRU",0.265107584272573,2,0.271471884663467,1,0.219420724201692,3,0.646164922731811,1,2.19258988913618,0,4.45804800097024,"33",1979
"2451","2 BEACH RD",0.443245734370792,2,0.143058019435767,7,0.153359550026457,3,1.82679560064068,0,0.913731320713547,1,2.31173269765715,"19",1979
"2452","53 JLN MA'MOR",1.07217464925139,0,0.437308404337128,8,0.58560534996242,6,0.748597999831008,2,1.27672034844363,0,4.5146119935465,"32",1972
"2453","94 WHAMPOA DR",0.710936588761539,1,0.202443569775843,6,0.147381818726084,5,0.22169743555703,2,1.05486514300319,0,3.81348872663987,"32",1974
"2454","83 WHAMPOA DR",0.690914718052405,1,0.150057315538768,6,0.2338761642761,4,0.21691946059664,2,1.23343465446853,0,4.00823161903618,"32",1974
"2455","22 BOON KENG RD",0.130360980639811,2,0.444360773833091,6,0.214006926705078,2,0.570598843312398,2,1.03334364552926,0,3.53068525389263,"33",1974
"2456","18 ST. GEORGE'S RD",0.544575039651502,1,0.47057374641485,4,0.539735857671788,4,0.269037132431766,3,1.60895861882226,0,4.20349364971393,"32",1984
"2457","15 ST. GEORGE'S RD",0.573154841941662,1,0.426149954024201,4,0.597262216242254,5,0.376372019839085,3,1.58690158871758,0,4.21930629302507,"32",1985
"2458","9 ST. GEORGE'S RD",0.513599738001193,2,0.465313090070052,4,0.501738232071866,4,0.232161920005073,3,1.5908610196321,0,4.17288197825893,"32",1985
"2459","15 BEACH RD",0.402584330549599,5,0.235716129563432,7,0.0858609642023396,3,1.69640403169088,0,0.700007951093593,1,2.12901556623535,"19",1975
"2460","111 WHAMPOA RD",1.00537426181789,0,0.27175451608621,8,0.414189814339721,4,0.564945954855487,1,1.20929827582288,0,4.32885925958386,"32",1997
"2461","60 GEYLANG BAHRU",0.320404796058942,3,0.245514355653841,2,0.177000142780758,3,0.497515626142808,1,2.03896357841149,0,4.3374334008751,"33",1999
"2462","112 LOR 3 GEYLANG",0.275540682789978,1,0.150993489937439,7,0.4045145680129,2,1.2749132374826,0,2.20866763983119,0,3.63660747747721,"38",1989
"2463","103 TOWNER RD",0.145795195795602,2,0.273061858103281,6,0.221495757488364,5,0.403021748470147,2,1.23391491044198,0,3.80064895091387,"32",1983
"2464","6 BOON KENG RD",0.260715154678079,2,0.531876620315973,9,0.333935249834724,2,0.627950162372182,2,0.919273371491381,1,3.39862838294276,"33",1996
"2465","14 UPP BOON KENG RD",0.414780191129872,3,0.11332207585582,7,0.146569261416972,3,1.04021122992037,0,1.84242217581725,0,3.65371612719494,"38",1999
"2466","39A BENDEMEER RD",0.541985399408295,3,0.450173699749491,3,0.387371591897223,3,0.321027065950434,2,1.61713316415857,0,3.93740505099742,"33",2012
"2467","16 JLN TENTERAM",1.00459745604367,0,0.430360249210795,6,0.759173264158052,4,0.717566223975966,3,1.62103655891238,0,4.55584210998397,"32",2002
"2468","56 GEYLANG BAHRU",0.453000671249288,3,0.376837379711533,1,0.308555429530968,2,0.416744622476446,2,2.01218483438996,0,4.37757525889552,"33",1974
"2469","4B ST. GEORGE'S LANE",0.363792660069565,1,0.115553802820493,5,0.466369848023386,4,0.27803779409593,2,1.27615715607465,0,3.93488382278951,"32",1996
"2470","11 FARRER PK RD",0.160744232177665,5,0.446984992383898,7,0.468119156499612,3,0.180549374633712,2,0.204473448749382,2,2.71807113495818,"21",2004
"2471","33 MARINE CRES",2.04883385008433,0,0.484224734098693,5,0.523356621178269,2,0.231033410091539,3,1.42880961600432,0,6.91827297212129,"44",1975
"2472","31 MARINE CRES",1.93669086833803,0,0.485964373033728,6,0.528164955505029,2,0.10077050358059,3,1.2948911264402,0,6.8673683671396,"44",1975
"2473","20 MARINE TER",1.94267151990843,0,0.213165579400377,3,0.236256407641048,2,0.344206489201243,3,1.43753768367369,0,7.25813421109932,"44",1975
"2474","34 MARINE CRES",1.88225352166271,0,0.396566849906393,5,0.438889676461306,2,0.0860385743963882,3,1.26616888286787,0,6.95312984851219,"44",1975
"2475","54 MARINE TER",1.7667324423878,0,0.0525779080264343,4,0.0934824459520016,1,0.285608147280992,3,1.28215449932912,0,7.29714705389972,"44",1975
"2476","17 MARINE TER",1.9273745568171,0,0.244322929432532,3,0.279066393132142,2,0.311957454257292,3,1.38752666180369,0,7.16337693142199,"44",1975
"2477","29 MARINE CRES",2.02490198033609,0,0.391046128009085,5,0.42740620491362,2,0.271901497572952,3,1.44077527643196,0,7.03303563019344,"44",1975
"2478","73 MARINE DR",1.86828193704878,0,0.303472338008542,6,0.286180556859662,3,0.360703187390533,3,1.25323671966442,0,6.5392727142337,"44",1977
"2479","427 PASIR RIS DR 6",1.57876872661525,0,0.327194700413232,5,3.05107471152558,0,0.334891292538804,3,3.27869926669841,0,14.7851165871434,"51",1988
"2480","142 PASIR RIS ST 11",0.937485534148733,1,0.617961251738705,5,2.56382892093312,0,0.326595617486442,1,2.66322814715605,0,14.5859343900003,"51",1994
"2481","104 PASIR RIS ST 12",1.38533016395485,0,0.11651541157733,5,2.96153711093036,0,0.352486171679453,3,3.11723009543255,0,14.862473603154,"51",1989
"2482","751 PASIR RIS ST 71",2.66719256013772,0,0.320655893735214,3,3.85521856153567,0,0.333532287456045,2,4.39946165026754,0,13.5765040451813,"51",1996
"2483","426 PASIR RIS DR 6",1.53789190909453,0,0.335736437817397,5,3.00533565923966,0,0.380305975212097,3,3.2350097732916,0,14.7412671063265,"51",1988
"2484","118 PASIR RIS ST 11",1.21995566025246,0,0.474559592587282,5,2.67554278174352,0,0.694747340899671,2,2.90542190399077,0,14.4628487941316,"51",1989
"2485","227 PASIR RIS ST 21",1.89681583744804,0,0.448282799263195,5,3.49347420050599,0,0.143029768952532,3,3.6283261062583,0,15.3835840713589,"51",1993
"2486","257 PASIR RIS ST 21",1.57515566794272,0,0.103985230227828,3,3.21421919381843,0,0.353177662582918,3,3.26692866022026,0,15.2535644379701,"51",1993
"2487","126 PASIR RIS ST 11",1.03730459711014,0,0.541938868545056,4,2.53314282835634,0,0.62214431805956,3,2.73875179955978,0,14.3925202152148,"51",1989
"2488","127 PASIR RIS ST 11",1.08196137825143,0,0.514613444814069,4,2.57046880614243,0,0.628332886991173,3,2.78087241811528,0,14.4150268982789,"51",1989
"2489","119 PASIR RIS ST 11",1.2617365362801,0,0.460456410252424,5,2.71238472747976,0,0.673440678537012,2,2.9455688210013,0,14.4862775783564,"51",1989
"2490","481 PASIR RIS DR 4",2.02828690689324,0,0.283854312915105,4,3.55188530085763,0,0.220557828365491,3,3.75165384982744,0,15.2879412438937,"51",1992
"2491","196 PASIR RIS ST 12",1.27625851256549,0,0.369659451463162,3,2.89809387458563,0,0.0809034027467123,3,3.00170519380093,0,14.889515751372,"51",1993
"2492","213 PASIR RIS ST 21",1.51185056910519,0,0.234833011316036,4,3.11969796814623,0,0.304452858261371,3,3.24200081975817,0,15.0645760818696,"51",1993
"2493","610 ELIAS RD",2.2468229481418,0,0.367216870408996,4,3.34499744625524,0,0.354185788492628,3,3.8140707255782,0,13.9813402136798,"51",1995
"2494","117 PASIR RIS ST 11",1.30285202916665,0,0.453843908889168,5,2.74715569946845,0,0.638373348130354,2,2.98426780211059,0,14.5062457735973,"51",1990
"2495","741 PASIR RIS ST 71",2.60068020232263,0,0.239017989497478,3,3.69797359661522,0,0.277964264952731,2,4.22254135359877,0,13.7160430978212,"51",1996
"2496","483 PASIR RIS DR 4",2.07447455860093,0,0.195237026486019,4,3.56148316020726,0,0.342055717337169,3,3.80380211973974,0,15.3937553203335,"51",1989
"2497","572 PASIR RIS ST 53",2.0653659719495,0,0.478424188339547,3,3.13519370815082,0,0.123085265264225,2,3.55690091979716,0,14.1342152067252,"51",1995
"2498","573 PASIR RIS ST 53",2.11017283981816,0,0.464833685450908,3,3.17731799582295,0,0.10843591461189,2,3.59490299599652,0,14.1832967742808,"51",1995
"2499","144 PASIR RIS ST 11",0.954669606892876,1,0.626240412145035,6,2.59473278952367,0,0.361104401723656,1,2.64302879834002,0,14.6696727800616,"51",1994
"2500","149 PASIR RIS ST 13",1.01455686009358,0,0.562182390021359,6,2.6426498698269,0,0.472387927354395,2,2.64679370586212,0,14.7512052734672,"51",1995
"2501","636 PASIR RIS DR 1",2.42215221899081,0,0.240812810653043,2,3.52398796460651,0,0.148820793955181,3,4.00588472879318,0,13.9932054779052,"51",1995
"2502","557 PASIR RIS ST 51",1.23855763995119,0,0.553553786677916,4,2.55136798489068,0,0.818832560044545,3,2.83949889205563,0,14.2197807498536,"51",1993
"2503","769 PASIR RIS ST 71",2.38759330697696,0,0.484296390034628,3,3.47398678388469,0,0.0495353655375599,2,4.0165141706443,0,13.4237414414697,"51",1996
"2504","764 PASIR RIS ST 71",2.53426737404463,0,0.432185590091839,3,3.61886216154728,0,0.0990295270834292,2,4.16345615046973,0,13.4652314110119,"51",1996
"2505","232 PASIR RIS DR 4",2.20637588679045,0,0.133786566455531,5,3.3654116469,0,0.285740122490381,2,3.93897704176051,0,15.5837433061945,"51",1993
"2506","763 PASIR RIS ST 71",2.51057553977566,0,0.471006432529452,3,3.59311302042199,0,0.0882189629464533,2,4.1400206658931,0,13.4273826467248,"51",1996
"2507","750 PASIR RIS ST 71",2.73037786786579,0,0.245318789801261,3,3.82031287861365,0,0.302703082525246,2,4.35787128614008,0,13.6376514450713,"51",1996
"2508","770 PASIR RIS ST 71",2.34787829070297,0,0.514102431618514,3,3.44035873733367,0,0.137304182150776,2,3.97448090170412,0,13.4962568970961,"51",1996
"2509","467 PASIR RIS DR 6",1.93967725036553,0,0.303376447662131,4,3.40823846958612,0,0.0574685957700447,3,3.6421768086184,0,15.0713587220477,"51",1989
"2510","554 PASIR RIS ST 51",1.34862187870969,0,0.59139532394949,5,2.71355840672791,0,0.701108954570906,3,2.98607003504498,0,14.3902185783743,"51",1992
"2511","188 PASIR RIS ST 12",1.13196849254956,0,0.415800644353214,4,2.74491412497508,0,0.193073581770526,3,2.86242592357983,0,14.7285944800879,"51",1993
"2512","191 PASIR RIS ST 12",1.1901171084311,0,0.326413874931749,4,2.78735762222324,0,0.241933545466428,3,2.92278756521387,0,14.7401976832829,"51",1993
"2513","428 PASIR RIS DR 6",1.48306974048127,0,0.24370263628205,7,2.98110254637562,0,0.420224706124338,3,3.19288214407707,0,14.7635451608486,"51",1990
"2514","630 PASIR RIS DR 3",2.59489458449235,0,0.0945866792107105,2,3.69548085987662,0,0.205859663953524,3,4.17031250440571,0,14.1467253409414,"51",1995
"2515","195 PASIR RIS ST 12",1.28583320363817,0,0.328815895917836,3,2.90186927220895,0,0.124046099152319,3,3.01426407482822,0,14.8802042863916,"51",1993
"2516","552 PASIR RIS ST 51",1.27466340743127,0,0.571975957290962,4,2.61093335768984,0,0.808907714254559,3,2.89202310229567,0,14.2854841432845,"51",1992
"2517","562 PASIR RIS ST 51",1.35823375030761,0,0.351251182484915,4,2.55191892732244,0,0.808377206609344,3,2.88266527513756,0,14.0979529452642,"51",1993
"2518","613 ELIAS RD",2.21547768381045,0,0.404537991897001,4,3.31576577756984,0,0.344223095968402,3,3.79214021098502,0,13.9140337817833,"51",1996
"2519","555 PASIR RIS ST 51",1.34992491882804,0,0.481476548580381,5,2.64675570083147,0,0.810828308269018,2,2.94441982351863,0,14.2683014950237,"51",1992
"2520","571 PASIR RIS ST 53",2.02001006311278,0,0.454981903108633,3,3.08868377367195,0,0.168600219702636,2,3.50970198970656,0,14.1075688245527,"51",1995
"2521","251 PASIR RIS ST 21",1.78965197378437,0,0.432814412845325,5,3.40482589589822,0,0.243885840239908,3,3.51549879647883,0,15.3469926314662,"51",1993
"2522","156 PASIR RIS ST 13",1.27469968221455,0,0.310334130454919,4,2.91284373970921,0,0.300816715286084,2,2.93634555390836,0,14.9964659343567,"51",1995
"2523","219 PASIR RIS ST 21",1.65373290316245,0,0.340163687318303,4,3.26788564087504,0,0.372390973674928,3,3.38083438897381,0,15.2165907095015,"51",1993
"2524","208 PASIR RIS ST 21",1.38229162775229,0,0.303502689144629,3,3.01704918402398,0,0.135979058970187,3,3.09157951449026,0,15.0398493306107,"51",1993
"2525","220 PASIR RIS ST 21",1.70800221745296,0,0.34081770381949,5,3.3162061791771,0,0.31451992567738,3,3.43723256907937,0,15.2471231606143,"51",1993
"2526","224 PASIR RIS ST 21",1.76065557724937,0,0.328334490236836,5,3.35616462563583,0,0.275062822221998,3,3.49261338508328,0,15.2552410226693,"51",1993
"2527","245 PASIR RIS ST 21",1.90546633323325,0,0.481708707820956,5,3.44991799154048,0,0.149185778901758,3,3.63004781354336,0,15.459463518699,"51",1993
