"","Address","nearest_primary_schools","dist_to_nearest_primary_schools","primary_schools_1km"
"1596","295B COMPASSVALE CRES","98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772","0.455670248889478","6"
"1597","185D RIVERVALE CRES","80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092","0.205783546257638","7"
"1598","295A COMPASSVALE CRES","98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772","0.404241738876268","4"
"1599","188C RIVERVALE DR","80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092","0.203567410438882","8"
"1600","407A FERNVALE RD","1 FERNVALE LANE FERNVALE PRIMARY SCHOOL SINGAPORE 797701","0.244370537013965","2"
"1601","304B ANCHORVALE LINK","31 ANCHORVALE DRIVE NASCANS ANCHOR GREEN STUDENT CARE CENTRE SINGAPORE 544969","0.315097576538061","5"
"1602","104 RIVERVALE WALK","1 RIVERVALE STREET RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP SINGAPORE 545088","0.55038666643916","4"
"1603","203E COMPASSVALE RD","21 COMPASSVALE WALK QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY SINGAPORE 545166","0.441566409037385","6"
"1604","408A FERNVALE RD","1 FERNVALE LANE FERNVALE PRIMARY SCHOOL SINGAPORE 797701","0.260684505325972","2"
"1605","318A ANCHORVALE LINK","71 ANCHORVALE LINK PCF SPARKLETOTS KCARE CENTRE@SPRINGDALE SINGAPORE 544799","0.138262053649808","4"
"1606","408C FERNVALE RD","1 FERNVALE LANE FERNVALE PRIMARY SCHOOL SINGAPORE 797701","0.262760062796832","3"
"1607","207A COMPASSVALE LANE","20 COMPASSVALE LINK NASCANS NORTH VISTA STUDENT CARE CENTRE SINGAPORE 544974","0.350042827500344","5"
"1608","441C FERNVALE RD","15 FERNVALE ROAD MOE KINDERGARTEN @ SENGKANG GREEN SINGAPORE 797636","0.0442102131709014","3"
"1609","411A FERNVALE RD","1 FERNVALE LANE FERNVALE PRIMARY SCHOOL SINGAPORE 797701","0.275468795165631","3"
"1610","270A SENGKANG CTRL","20 COMPASSVALE LINK NASCANS NORTH VISTA STUDENT CARE CENTRE SINGAPORE 544974","0.364598886699691","7"
"1611","259B COMPASSVALE RD","21 COMPASSVALE STREET PRO-TEACH SCHOOLCARE (COMPASSVALE) SINGAPORE 545091","0.0765115000079427","7"
"1612","443C FERNVALE RD","1 FERNVALE LANE FERNVALE PRIMARY SCHOOL SINGAPORE 797701","0.142280475243729","2"
"1613","439A SENGKANG WEST AVE","15 FERNVALE ROAD MOE KINDERGARTEN @ SENGKANG GREEN SINGAPORE 797636","0.327913950320015","3"
"1614","410A FERNVALE RD","1 FERNVALE LANE FERNVALE PRIMARY SCHOOL SINGAPORE 797701","0.168683204649346","3"
"1615","434B FERNVALE RD","15 FERNVALE ROAD MOE KINDERGARTEN @ SENGKANG GREEN SINGAPORE 797636","0.291211314082952","3"
"1616","435B FERNVALE RD","15 FERNVALE ROAD MOE KINDERGARTEN @ SENGKANG GREEN SINGAPORE 797636","0.207737492939291","3"
"1617","212C COMPASSVALE DR","1 RIVERVALE STREET RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP SINGAPORE 545088","0.259777342803846","4"
"1618","264B COMPASSVALE BOW","20 COMPASSVALE LINK NASCANS NORTH VISTA STUDENT CARE CENTRE SINGAPORE 544974","0.194648507097318","6"
"1619","265A COMPASSVALE LINK","20 COMPASSVALE LINK NASCANS NORTH VISTA STUDENT CARE CENTRE SINGAPORE 544974","0.0945502617360477","4"
"1620","265D COMPASSVALE BOW","20 COMPASSVALE LINK NASCANS NORTH VISTA STUDENT CARE CENTRE SINGAPORE 544974","0.122375176630398","6"
"1621","272C SENGKANG CTRL","20 COMPASSVALE LINK NASCANS NORTH VISTA STUDENT CARE CENTRE SINGAPORE 544974","0.27348225801006","5"
"1622","264D COMPASSVALE BOW","20 COMPASSVALE LINK NASCANS NORTH VISTA STUDENT CARE CENTRE SINGAPORE 544974","0.15042227112726","5"
"1623","277A COMPASSVALE LINK","20 COMPASSVALE LINK NASCANS NORTH VISTA STUDENT CARE CENTRE SINGAPORE 544974","0.190985075585175","5"
"1624","273C COMPASSVALE LINK","20 COMPASSVALE LINK NASCANS NORTH VISTA STUDENT CARE CENTRE SINGAPORE 544974","0.242954903900658","6"
"1625","183B RIVERVALE CRES","21 EDGEDALE PLAINS GRACELAND STUDENT CARE CENTRE (MEE TOH) SINGAPORE 828867","0.395809102649507","4"
"1626","308A ANCHORVALE RD","31 ANCHORVALE DRIVE NASCANS ANCHOR GREEN STUDENT CARE CENTRE SINGAPORE 544969","0.150945695666371","4"
"1627","192A RIVERVALE DR","80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092","0.158561620809479","7"
"1628","303A ANCHORVALE LINK","150 COMPASSVALE BOW PRO-TEACH SCHOOLCARE (PALM VIEW) SINGAPORE 544822","0.363754468000328","5"
"1629","122A SENGKANG EAST WAY","1 RIVERVALE STREET RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP SINGAPORE 545088","0.330690942869807","4"
"1630","116B RIVERVALE DR","1 RIVERVALE STREET RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP SINGAPORE 545088","0.564298137356925","4"
"1631","157D RIVERVALE CRES","1 RIVERVALE STREET RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP SINGAPORE 545088","0.54595438823364","4"
"1632","309B ANCHORVALE RD","31 ANCHORVALE DRIVE NASCANS ANCHOR GREEN STUDENT CARE CENTRE SINGAPORE 544969","0.168669257611436","4"
"1633","117C RIVERVALE DR","1 RIVERVALE STREET RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP SINGAPORE 545088","0.414728233893998","3"
"1634","292B COMPASSVALE ST","21 COMPASSVALE STREET PRO-TEACH SCHOOLCARE (COMPASSVALE) SINGAPORE 545091","0.142630057372616","6"
"1635","224C COMPASSVALE WALK","21 COMPASSVALE WALK QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY SINGAPORE 545166","0.172123719766775","7"
"1636","252 COMPASSVALE ST","21 COMPASSVALE STREET PRO-TEACH SCHOOLCARE (COMPASSVALE) SINGAPORE 545091","0.329567890445038","6"
"1637","200A SENGKANG EAST RD","150 COMPASSVALE BOW PRO-TEACH SCHOOLCARE (PALM VIEW) SINGAPORE 544822","0.362207032100815","6"
"1638","302A ANCHORVALE LINK","150 COMPASSVALE BOW PRO-TEACH SCHOOLCARE (PALM VIEW) SINGAPORE 544822","0.414405040600247","6"
"1639","200B SENGKANG EAST RD","150 COMPASSVALE BOW PRO-TEACH SCHOOLCARE (PALM VIEW) SINGAPORE 544822","0.39684387865396","6"
"1640","316A ANCHORVALE LINK","50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080","0.205685744364644","5"
"1641","405B FERNVALE LANE","1 FERNVALE LANE FERNVALE PRIMARY SCHOOL SINGAPORE 797701","0.168930899524284","2"
"1642","241 COMPASSVALE WALK","21 COMPASSVALE WALK QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY SINGAPORE 545166","0.219972905272732","7"
"1643","260B SENGKANG EAST WAY","21 COMPASSVALE STREET PRO-TEACH SCHOOLCARE (COMPASSVALE) SINGAPORE 545091","0.305563328530687","6"
"1644","212A COMPASSVALE DR","21 COMPASSVALE WALK QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY SINGAPORE 545166","0.321131065653565","5"
"1645","316B ANCHORVALE LINK","71 ANCHORVALE LINK PCF SPARKLETOTS KCARE CENTRE@SPRINGDALE SINGAPORE 544799","0.263514183523729","3"
"1646","189A RIVERVALE DR","80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092","0.246840961789374","7"
"1647","135 RIVERVALE ST","1 RIVERVALE STREET RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP SINGAPORE 545088","0.24568163666838","4"
"1648","189B RIVERVALE DR","80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092","0.284998400126821","7"
"1649","314D ANCHORVALE LINK","50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080","0.231624336258941","4"
"1650","315B ANCHORVALE RD","31 ANCHORVALE DRIVE NASCANS ANCHOR GREEN STUDENT CARE CENTRE SINGAPORE 544969","0.226475877853713","4"
"1651","225C COMPASSVALE WALK","21 COMPASSVALE WALK QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY SINGAPORE 545166","0.125930828987215","7"
"1652","202A COMPASSVALE DR","50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080","0.481173251788584","7"
"1653","316C ANCHORVALE LINK","71 ANCHORVALE LINK PCF SPARKLETOTS KCARE CENTRE@SPRINGDALE SINGAPORE 544799","0.262335194542187","3"
"1654","250D COMPASSVALE ST","21 COMPASSVALE STREET PRO-TEACH SCHOOLCARE (COMPASSVALE) SINGAPORE 545091","0.250650260836852","7"
"1655","120B RIVERVALE DR","1 RIVERVALE STREET RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP SINGAPORE 545088","0.203328687698259","3"
"1656","320C ANCHORVALE DR","50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080","0.107453570636737","6"
"1657","108 SERANGOON NTH AVE 1","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.509367409972479","1"
"1658","113 SERANGOON NTH AVE 1","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.65961511889523","2"
"1659","105 SERANGOON NTH AVE 1","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.58343093937453","1"
"1660","153 SERANGOON NTH AVE 1","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.423862800785046","1"
"1661","215 SERANGOON AVE 4","12 SERANGOON AVENUE 4 LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL) SINGAPORE 556095","0.491718616690384","1"
"1662","253 SERANGOON CTRL DR","15 SERANGOON AVENUE 3 BIG HEART STUDENT CARE @ YANGZHENG SINGAPORE 556108","0.581376533700956","3"
"1663","323 SERANGOON AVE 3","15 SERANGOON AVENUE 3 BIG HEART STUDENT CARE @ YANGZHENG SINGAPORE 556108","0.265525961248946","3"
"1664","203 SERANGOON CTRL","15 SERANGOON AVENUE 3 BIG HEART STUDENT CARE @ YANGZHENG SINGAPORE 556108","0.638087942734424","2"
"1665","103 SERANGOON NTH AVE 1","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.557508814862828","1"
"1666","126 SERANGOON NTH AVE 1","12 SERANGOON AVENUE 4 LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL) SINGAPORE 556095","0.688778579535368","2"
"1667","528 SERANGOON NTH AVE 4","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.329983573549039","1"
"1668","226 SERANGOON AVE 4","12 SERANGOON AVENUE 4 LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL) SINGAPORE 556095","0.403378542899517","3"
"1669","554 SERANGOON NTH AVE 3","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.497603847670602","1"
"1670","224 SERANGOON AVE 4","12 SERANGOON AVENUE 4 LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL) SINGAPORE 556095","0.362152897781647","3"
"1671","308 SERANGOON AVE 2","2C BURGHLEY DRIVE YMCA STUDENT CARE CENTRE @ CHIJ OUR LADY OF GOOD COUNSEL SINGAPORE 558979","0.470736262539414","4"
"1672","335 SERANGOON AVE 3","15 SERANGOON AVENUE 3 BIG HEART STUDENT CARE @ YANGZHENG SINGAPORE 556108","0.294026326025909","2"
"1673","328 SERANGOON AVE 3","15 SERANGOON AVENUE 3 BIG HEART STUDENT CARE @ YANGZHENG SINGAPORE 556108","0.146312183364336","3"
"1674","232 SERANGOON AVE 3","12 SERANGOON AVENUE 4 LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL) SINGAPORE 556095","0.623402399103709","4"
"1675","233 SERANGOON AVE 3","12 SERANGOON AVENUE 4 LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL) SINGAPORE 556095","0.574303406258726","4"
"1676","505 SERANGOON NTH AVE 4","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.175608942101447","3"
"1677","512 SERANGOON NTH AVE 4","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.158998268957442","3"
"1678","552 SERANGOON NTH AVE 3","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.392527076714703","1"
"1679","123 SERANGOON NTH AVE 1","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.700073901021703","2"
"1680","526 SERANGOON NTH AVE 4","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","0.251569169622544","1"
"1681","423 SERANGOON CTRL","15 SERANGOON AVENUE 3 BIG HEART STUDENT CARE @ YANGZHENG SINGAPORE 556108","0.794405992660327","2"
"1682","849 TAMPINES ST 83","2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706","0.389205212408007","4"
"1683","879 TAMPINES AVE 8","2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706","0.74736978777296","2"
"1684","219 TAMPINES ST 24","3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393","0.457907377880562","4"
"1685","809 TAMPINES AVE 4","2 TAMPINES STREET 91 MOE KINDERGARTEN @ JUNYUAN SINGAPORE 528906","0.356376987529938","3"
"1686","213 TAMPINES ST 23","3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393","0.54913607443148","5"
"1687","267 TAMPINES ST 21","3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393","0.145782687297005","4"
"1688","130 SIMEI ST 1","1 TAMPINES STREET 21 BIG HEART STUDENT CARE (CHONGZHENG PRIMARY SCHOOL) SINGAPORE 529392","0.62549534586962","3"
"1689","841 TAMPINES ST 83","2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706","0.353189072670833","3"
"1690","347 TAMPINES ST 33","31 TAMPINES STREET 33 NASCANS @ EAST SPRING SINGAPORE 529258","0.181866138976427","1"
"1691","348 TAMPINES ST 33","31 TAMPINES STREET 33 NASCANS @ EAST SPRING SINGAPORE 529258","0.18274860792737","1"
"1692","840 TAMPINES ST 82","2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706","0.225297016887339","4"
"1693","355 TAMPINES ST 33","31 TAMPINES STREET 33 NASCANS @ EAST SPRING SINGAPORE 529258","0.254358464864143","1"
"1694","367 TAMPINES ST 34","31 TAMPINES STREET 33 NASCANS @ EAST SPRING SINGAPORE 529258","0.659751554556051","2"
"1695","401 TAMPINES ST 41","1 TAMPINES STREET 42 COMMIT LEARNING SCHOOLHOUSE @ GONGSHANG PRIMARY SCHOOL SINGAPORE 529176","0.471009916220556","5"
"1696","447 TAMPINES ST 42","1 TAMPINES STREET 42 COMMIT LEARNING SCHOOLHOUSE @ GONGSHANG PRIMARY SCHOOL SINGAPORE 529176","0.151634966496218","4"
"1697","719 TAMPINES ST 72","21 TAMPINES STREET 71 NASCANS @ POI CHING SINGAPORE 529067","0.150890124959183","2"
"1698","891 TAMPINES AVE 8","2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706","0.658233857086386","2"
"1699","109 TAMPINES ST 11","1 TAMPINES STREET 21 BIG HEART STUDENT CARE (CHONGZHENG PRIMARY SCHOOL) SINGAPORE 529392","0.45267905863051","4"
"1700","166 TAMPINES ST 12","250 TAMPINES STREET 12 MOE KINDERGARTEN @ TAMPINES PRIMARY SINGAPORE 529426","0.35970702814984","5"
"1701","164 TAMPINES ST 12","250 TAMPINES STREET 12 MOE KINDERGARTEN @ TAMPINES PRIMARY SINGAPORE 529426","0.291373236892931","6"
"1702","842H TAMPINES ST 82","2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706","0.215697680173969","4"
"1703","247 TAMPINES ST 21","3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393","0.410171941917964","6"
"1704","842D TAMPINES ST 82","2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706","0.118094388460929","4"
"1705","167D SIMEI LANE","11 SIMEI STREET 3 LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL SINGAPORE 529896","0.83620907164273","1"
"1706","112 SIMEI ST 1","11 SIMEI STREET 3 LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL SINGAPORE 529896","0.461669508658645","3"
"1707","298 TAMPINES ST 22","1 TAMPINES STREET 21 BIG HEART STUDENT CARE (CHONGZHENG PRIMARY SCHOOL) SINGAPORE 529392","0.404546594521131","4"
"1708","358 TAMPINES ST 33","31 TAMPINES STREET 33 NASCANS @ EAST SPRING SINGAPORE 529258","0.206784107540721","1"
"1709","368 TAMPINES ST 34","31 TAMPINES STREET 33 NASCANS @ EAST SPRING SINGAPORE 529258","0.637028395261752","2"
"1710","498F TAMPINES ST 45","2 PASIR RIS STREET 11 LEARNING LEAP PTE LTD (WHITE SANDS PRIMARY SCHOOL) SINGAPORE 519075","0.481362024353491","1"
"1711","857A TAMPINES ST 83","21 TAMPINES STREET 71 NASCANS @ POI CHING SINGAPORE 529067","0.374234661129679","3"
"1712","494B TAMPINES AVE 9","30 TAMPINES AVENUE 9 BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL) SINGAPORE 529565","0.52018359913881","3"
"1713","479 TAMPINES ST 44","30 TAMPINES AVENUE 9 BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL) SINGAPORE 529565","0.544290665416239","3"
"1714","149 SIMEI ST 1","1 TAMPINES STREET 21 BIG HEART STUDENT CARE (CHONGZHENG PRIMARY SCHOOL) SINGAPORE 529392","0.742261586253802","4"
"1715","491C TAMPINES ST 45","30 TAMPINES AVENUE 9 BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL) SINGAPORE 529565","0.706500955296109","3"
"1716","498E TAMPINES ST 45","2 PASIR RIS STREET 11 LEARNING LEAP PTE LTD (WHITE SANDS PRIMARY SCHOOL) SINGAPORE 519075","0.503775741852187","1"
"1717","388 TAMPINES ST 32","31 TAMPINES STREET 33 NASCANS @ EAST SPRING SINGAPORE 529258","0.473010285136708","3"
"1718","361 TAMPINES ST 34","31 TAMPINES STREET 33 NASCANS @ EAST SPRING SINGAPORE 529258","0.37606508677116","1"
"1719","279 TAMPINES ST 22","1 TAMPINES STREET 21 BIG HEART STUDENT CARE (CHONGZHENG PRIMARY SCHOOL) SINGAPORE 529392","0.48253896916376","3"
"1720","497G TAMPINES ST 45","2 PASIR RIS STREET 11 LEARNING LEAP PTE LTD (WHITE SANDS PRIMARY SCHOOL) SINGAPORE 519075","0.60246802746886","2"
"1721","322 TAMPINES ST 33","31 TAMPINES STREET 33 NASCANS @ EAST SPRING SINGAPORE 529258","0.454316282764996","3"
"1722","254 TAMPINES ST 21","3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393","0.226253193961145","5"
"1723","880 TAMPINES AVE 8","2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706","0.642939317560646","3"
"1724","411 TAMPINES ST 41","30 TAMPINES AVENUE 9 BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL) SINGAPORE 529565","0.317106523024189","4"
"1725","153 SIMEI ST 1","11 SIMEI STREET 3 LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL SINGAPORE 529896","0.801843995351979","3"
"1726","142 TAMPINES ST 12","250 TAMPINES STREET 12 MOE KINDERGARTEN @ TAMPINES PRIMARY SINGAPORE 529426","0.213415187962977","5"
"1727","119 SIMEI ST 1","11 SIMEI STREET 3 LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL SINGAPORE 529896","0.423337195737534","3"
"1728","244 SIMEI ST 5","11 SIMEI STREET 3 LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL SINGAPORE 529896","0.494057769071778","3"
"1729","167B SIMEI LANE","11 SIMEI STREET 3 LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL SINGAPORE 529896","0.892438813307807","1"
"1730","167A SIMEI LANE","11 SIMEI STREET 3 LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL SINGAPORE 529896","0.888372345712526","1"
"1731","738 TAMPINES ST 72","21 TAMPINES STREET 71 NASCANS @ POI CHING SINGAPORE 529067","0.242344095695092","2"
"1732","892 TAMPINES AVE 8","2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706","0.868287488725887","1"
"1733","874A TAMPINES ST 84","21 TAMPINES STREET 71 NASCANS @ POI CHING SINGAPORE 529067","0.607898588569227","3"
"1734","125 TAMPINES ST 11","1 TAMPINES STREET 21 BIG HEART STUDENT CARE (CHONGZHENG PRIMARY SCHOOL) SINGAPORE 529392","0.496405280038695","4"
"1735","336 TAMPINES ST 32","31 TAMPINES STREET 33 NASCANS @ EAST SPRING SINGAPORE 529258","0.160648913443156","1"
"1736","105 SIMEI ST 1","11 SIMEI STREET 3 LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL SINGAPORE 529896","0.200651031577072","1"
"1737","147 TAMPINES AVE 5","250 TAMPINES STREET 12 MOE KINDERGARTEN @ TAMPINES PRIMARY SINGAPORE 529426","0.157284244071043","4"
"1738","229 SIMEI ST 4","11 SIMEI STREET 3 LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL SINGAPORE 529896","0.554308593460435","2"
"1739","856D TAMPINES ST 82","2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706","0.330442240330933","4"
"1740","52 LOR 6 TOA PAYOH","16 LORONG 7 TOA PAYOH PEI CHUN SPORTS HALL SINGAPORE 319320","0.322915879087423","3"
"1741","69 LOR 4 TOA PAYOH","16 LORONG 7 TOA PAYOH PEI CHUN SPORTS HALL SINGAPORE 319320","0.418011275077529","3"
"1742","12 LOR 7 TOA PAYOH","16 LORONG 7 TOA PAYOH PEI CHUN SPORTS HALL SINGAPORE 319320","0.279235155628847","2"
"1743","119 LOR 1 TOA PAYOH","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","0.337472596107959","3"
"1744","110 LOR 1 TOA PAYOH","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","0.476775837266011","2"
"1745","113 POTONG PASIR AVE 1","2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337","0.544851088710678","2"
"1746","117 POTONG PASIR AVE 1","2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337","0.563286474972927","3"
"1747","115 POTONG PASIR AVE 1","2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337","0.701955473942426","3"
"1748","124 LOR 1 TOA PAYOH","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","0.316245031367698","3"
"1749","96 LOR 3 TOA PAYOH","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","0.19815798667115","5"
"1750","85B LOR 4 TOA PAYOH","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","0.185720745089539","4"
"1751","85C LOR 4 TOA PAYOH","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","0.122814381755815","4"
"1752","108 POTONG PASIR AVE 1","2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337","0.484015029831117","2"
"1753","227 LOR 8 TOA PAYOH","7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252","0.286147594094335","2"
"1754","15 JOO SENG RD","15 CEDAR AVENUE CEDAR PRIMARY SCHOOL SINGAPORE 349700","0.513185194796455","3"
"1755","37 LOR 5 TOA PAYOH","16 LORONG 7 TOA PAYOH PEI CHUN SPORTS HALL SINGAPORE 319320","0.294775718421003","2"
"1756","153A LOR 1 TOA PAYOH","628 LORONG 1 TOA PAYOH CHIJ PRIMARY (TOA PAYOH) SINGAPORE 319765","0.391708525762797","3"
"1757","79B TOA PAYOH CTRL","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","0.314548125795623","3"
"1758","81B LOR 4 TOA PAYOH","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","0.329795882932434","4"
"1759","146 LOR 2 TOA PAYOH","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","0.307623388772013","3"
"1760","155 LOR 1 TOA PAYOH","628 LORONG 1 TOA PAYOH CHIJ PRIMARY (TOA PAYOH) SINGAPORE 319765","0.416403638998557","2"
"1761","241 KIM KEAT LINK","16 LORONG 7 TOA PAYOH PEI CHUN SPORTS HALL SINGAPORE 319320","0.732546042599632","2"
"1762","229 LOR 8 TOA PAYOH","7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252","0.445248908075821","2"
"1763","36 LOR 5 TOA PAYOH","16 LORONG 7 TOA PAYOH PEI CHUN SPORTS HALL SINGAPORE 319320","0.24903907181435","3"
"1764","35 LOR 5 TOA PAYOH","16 LORONG 7 TOA PAYOH PEI CHUN SPORTS HALL SINGAPORE 319320","0.311566152187013","3"
"1765","121 POTONG PASIR AVE 1","2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337","0.488031927891688","1"
"1766","237 LOR 1 TOA PAYOH","7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252","0.370962879572328","3"
"1767","132 POTONG PASIR AVE 1","2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337","0.313529988717712","1"
"1768","24 MARSILING DR","31 WOODLANDS CENTRE ROAD MARSILING PRIMARY SCHOOL SINGAPORE 738927","0.869823292956208","1"
"1769","130 MARSILING RISE","31 WOODLANDS CENTRE ROAD MARSILING PRIMARY SCHOOL SINGAPORE 738927","0.737937406807819","3"
